No,Kode,Nama,Saham Beredar,Market Cap
46,BMTR,Global Mediacom Tbk.,14198613922,20233024838850
47,AMRT,Sumber Alfaria Trijaya Tbk.,38614252900,19307126450000
48,CTRA,Ciputra Development Tbk.,15165815994,18957269992500
49,MYOR,Mayora Indah Tbk.,894347989,18691872970100
50,BNLI,Bank Permata Tbk.,11764996622,17706319916110
51,ITMG,Indo Tambangraya Megah Tbk.,1129925000,17372596875000
52,PTPP,PP (Persero) Tbk.,4842436500,17311710487500
53,SMCB,Holcim Indonesia Tbk.,7662900000,16743436500000
54,MPPA,Matahari Putra Prima Tbk.,5377962800,16402786540000
55,AKRA,AKR Corporindo Tbk.,3913637674,16124187216880
56,SSMS,Sawit Sumbermas Sarana Tbk.,9525000000,15859125000000
57,SILO,Siloam International Hospitals Tbk.,1156100000,15838570000000
58,NISP,Bank OCBC NISP Tbk.,11357888016,15446727701760
59,LINK,Link Net Tbk.,3042649384,14969834969280
60,MKPI,Metropolitan Kentjana Tbk.,948194000,14507368200000
61,GIAA,Garuda Indonesia (Persero) Tbk.,25868926633,14357254281315
62,JRPT,Jaya Real Property Tbk.,13750000000,14300000000000
63,WSKT,Waskita Karya (Persero) Tbk.,9727504205,14299431181350
64,SRTG,Saratoga Investama Sedaya Tbk.,2712967000,13971780050000
65,BNII,Bank Internasional Indonesia Tbk.,67068027368,13950149692544
66,JKON,Jaya Konstruksi Manggala Pratama Tbk.,16308519860,13862241881000
67,MEGA,Bank Mega Tbk.,6894138227,13788276454000
68,ACES,Ace Hardware Indonesia Tbk.,17150000000,13462750000000
69,PLIN,Plaza Indonesia Realty Tbk.,3550000000,13312500000000
70,DNET,Indoritel Makmur Internasional Tbk.,14184000000,12978360000000
71,LSIP,PP London Sumatra Indonesia Tbk.,6822863965,12895212893850
72,TSPC,Tempo Scan Pacific Tbk.,4500000000,12892500000000
73,MEDC,Medco Energi International Tbk,3332451450,12663315510000
74,BWPT,BW Plantation Tbk.,31525291000,12610116400000
75,BBTN,Bank Tabungan Negara (Persero) Tbk.,10461796000,12606464180000
76,MDIA,Intermedia Capital Tbk.,3921553840,12352894596000
77,GEMS,Golden Energy Mines Tbk.,5882353000,11764706000000
78,WTON,Wijaya Karya Beton Tbk.,8715466600,11330106580000
79,IIKP,Inti Agri Resources Tbk,3360000000,11222400000000
80,BHIT,MNC Investama Tbk.,38739193407,11195626894623
81,SIAP,Sekawan Intipratama Tbk,24000000000,11160000000000
82,SIMP,Salim Ivomas Pratama Tbk.,15816310000,11150498550000
83,IMAS,Indomobil Sukses Internasional Tbk.,2765278412,11061113648000
84,ASRI,Alam Sutera Realty Tbk.,19649411888,11003670657280
85,ULTJ,Ultra Jaya Milk Industry & Trading,2888382000,10744781040000
86,SUGI,Sugih Energy Tbk.,24677394849,10537247600523
87,ANTM,Aneka Tambang (Persero) Tbk.,9538459750,10158459633750
88,JPFA,Japfa Comfeed Indonesia Tbk.,10660522910,10127496764500
89,HERO,Hero Supermarket Tbk.,4183634000,9957048920000
90,DSSA,Dian Swastatika Sentosa Tbk,770552320,9940124928000
91,MYRX,Hanson International Tbk.,14210673396,9876418010220
92,TPIA,Chandra Asri Petrochemical Tbk.,3286962558,9860887674000
93,PNLF,Panin Financial Tbk.,32022073293,9574599914607
94,TINS,Timah (Persero) Tbk.,7447753454,9160736748420
95,SIDO,Industri Jamu dan Farmasi Sido Muncul,15000000000,9150000000000
96,DUTI,Duta Pertiwi Tbk,1850000000,9028000000000
97,APEX,Apexindo Pratama Duta Tbk.,2659850000,8777505000000
98,MAPI,Mitra Adiperkasa Tbk.,1660000000,8424500000000
99,MLPL,Multipolar Tbk.,10064747323,8404064014705
100,ABMM,ABM Investama Tbk.,2753165000,8397153250000
101,KPIG,MNC Land Tbk.,6471106210,8347727010900
102,DSNG,Dharma Satya Nusantara Tbk.,2119700000,8160845000000
103,KAEF,Kimia Farma Tbk.,5554000000,8136610000000
104,BRMS,Bumi Resources Minerals Tbk.,25570150644,8054597452860
105,VIVA,Visi Media Asia Tbk.,16464270400,7869921251200
106,KRAS,Krakatau Steel (Persero) Tbk.,15775000000,7650875000000
107,EPMT,Enseval Putera Megatrading Tbk.,2708640000,7584192000000
108,LPCK,Lippo Cikarang Tbk,696000000,7238400000000
109,ADMF,Adira Dinamika Multi Finance Tbk.,1000000000,7200000000000
110,BEST,Bekasi Fajar Industrial Estate Tbk.,9645462300,7041187479000
111,ROTI,Nippon Indosari Corpindo Tbk.,5061800000,7010593000000
112,BJBR,Bank Pembangunan Daerah Jawa Barat dan,9599328254,7007509625420
113,APLN,Agung Podomoro Land Tbk.,20500900000,6867801500000
114,SMSM,Selamat Sempurna Tbk.,1439668860,6838427085000
115,BJTM,Bank Pembangunan Daerah Jawa Timur,14768508132,6793513740720
116,BBKP,Bank Bukopin Tbk.,8995754228,6746815671000
117,AISA,Tiga Pilar Sejahtera Food Tbk.,3218600000,6742967000000
118,DILD,Intiland Development Tbk.,10365854185,6737805220250
119,SCBD,Danayasa Arthatama Tbk.,3322092000,6644184000000
120,MTFN,Capitalinc Investment Tbk.,31842082852,6623153233216
121,TELE,Tiphone Mobile Indonesia Tbk.,7042052117,6549108468810
122,MDLN,Modernland Realty Ltd. Tbk,12533067322,6517195007440
123,CMNP,Citra Marga Nusaphala Persada Tbk.,2200000000,6512000000000
124,BBMD,Bank Mestika Dharma Tbk.,4049189100,6478702560000
125,MAYA,Bank Mayapada Internasional Tbk.,3443535018,6473845833840
126,ARNA,Arwana Citramulia Tbk.,7341430976,6387044949120
127,RODA,Pikko Land Development Tbk.,13592128209,6293155360767
128,ADHI,Adhi Karya (Persero) Tbk.,1801320000,6268593600000
129,DLTA,Delta Djakarta Tbk.,16013181,6245140590000
130,SUPR,Solusi Tunas Pratama Tbk.,794363481,6116598803700
131,TRIO,Trikomsel Oke Tbk.,4761500000,6070912500000
132,KIJA,Kawasan Industri Jababeka Tbk.,20235279075,5969407327125
133,CTRS,Ciputra Surya Tbk.,1978864834,5857439908640
134,INKP,Indah Kiat Pulp & Paper Tbk.,5470982941,5717177173345
135,SMMT,Golden Eagle Energy Tbk.,3150000000,5622750000000
136,RALS,Ramayana Lestari Sentosa Tbk.,7096000000,5605840000000
137,HITS,Humpuss Intermoda Transportasi Tbk.,7101084801,5219297328735
138,CTRP,Ciputra Property Tbk.,6150000000,5196750000000
139,SSIA,Surya Semesta Internusa Tbk.,4705249440,5034616900800
140,ELSA,Elnusa Tbk.,7298500000,4999472500000
141,GJTL,Gajah Tunggal Tbk.,3484800000,4965840000000
142,BAEK,Bank Ekonomi Raharja Tbk.,2643300000,4757940000000
143,BSIM,Bank Sinarmas Tbk.,13894890224,4710367785936
144,BNBR,Bakrie & Brothers Tbk,93721717528,4686085876400
145,SOCI,Soechi Lines Tbk.,7059000000,4658940000000
146,KBLV,First Media Tbk.,1742167907,4512214879130
147,HRUM,Harum Energy Tbk.,2703620000,4488009200000
148,ENRG,Energi Mega Persada Tbk.,44642530693,4464253069300
149,TARA,Sitara Propertindo Tbk.,10010000000,4444440000000
150,ANJT,Austindo Nusantara Jaya Tbk.,3334900000,4418742500000
151,BIPI,Benakat Integra Tbk.,36508170014,4417488571694
152,TFCO,Tifico Fiber Indonesia Tbk.,4823076400,4340768760000
153,CTBN,Citra Tubindo Tbk.,800371500,4241968950000
154,FAST,Fast Food Indonesia Tbk.,1995138579,4189791015900
155,CPRO,Central Proteina Prima Tbk.,40470734746,4168485678838
156,BSSR,Baramulti Suksessarana Tbk.,2616500000,4160235000000
157,FASW,Fajar Surya Wisesa Tbk.,2477888787,4088516498550
158,IBST,Inti Bangun Sejahtera Tbk.,1350904927,4052714781000
159,TBLA,Tunas Baru Lampung Tbk.,5342098939,4033284698945
160,BCAP,MNC Kapital Indonesia Tbk.,4003176745,3983160861275
161,SGRO,Sampoerna Agro Tbk.,1890000000,3969000000000
162,TOTO,Surya Toto Indonesia Tbk.,990720000,3938112000000
163,BFIN,BFI Finance  Indonesia Tbk.,1549934562,3890335750620
164,ABDA,Asuransi Bina Dana Arta Tbk.,620806680,3880041750000
165,MASA,Multistrada Arah Sarana Tbk.,9182946945,3856837716900
166,TOTL,Total Bangun Persada Tbk.,3410000000,3819200000000
167,MAIN,Malindo Feedmill Tbk.,1791000000,3814830000000
168,STTP,Siantar Top Tbk.,1310000000,3772800000000
169,RMBA,Bentoel Internasional Investama Tbk.,7240005000,3764802600000
170,SMBR,Semen Baturaja (Persero) Tbk.,9837678500,3748155508500
171,MERK,Merck Tbk.,22400000,3584000000000
172,PANS,Panin Sekuritas Tbk.,720000000,3582000000000
173,BKSW,Bank QNB Indonesia Tbk.,8669574538,3554525560580
174,MPMX,Mitra Pinasthika Mustika Tbk.,4462963276,3525740988040
175,TCID,Mandom Indonesia Tbk.,201066667,3523693339175
176,AMFG,Asahimas Flat Glass Tbk.,434000000,3493700000000
177,PALM,Provident Agro Tbk.,7119540356,3417379370880
178,LCGP,Eureka Prima Jakarta Tbk.,5630000914,3378000548400
179,TURI,Tunas Ridean Tbk.,5580000000,3375900000000
180,MTLA,Metropolitan Land Tbk.,7579333000,3372803185000
181,SAME,Sarana Meditama Metropolitan Tbk.,1180000000,3357100000000
182,NIRO,Nirvana Development Tbk.,18029794000,3353541684000
183,WINS,Wintermar Offshore Marine Tbk.,4031298340,3325821130500
184,ESSA,Surya Esa Perkasa Tbk.,1100000000,3294500000000
185,PBRX,Pan Brothers Tbk.,6478295611,3271539283555
186,BKSL,Sentul City Tbk.,31396905010,3265278121040
187,NOBU,Bank Nationalnobu Tbk.,4268216700,3243844692000
188,CITA,Cita Mineral Investindo Tbk.,3370734900,3168490806000
189,SMRU,SMR Utama Tbk.,12000000000,3168000000000
190,ERAA,Erajaya Swasembada Tbk.,2900000000,3161000000000
191,MDRN,Modern Internasional Tbk.,4574697999,3087921149325
192,BBLD,Buana Finance Tbk.,1645796054,3085867601250
193,META,Nusantara Infrastructure Tbk.,15235671880,3062370047880
194,COWL,Cowell Development Tbk.,4871214021,3044508763125
195,PNIN,Paninvest Tbk.,4068323920,3030901320400
196,SRIL,Sri Rejeki Isman Tbk.,18592888040,3030640750520
197,IMJS,Indomobil Multi Jasa Tbk.,4325000000,3027500000000
198,HEXA,Hexindo Adiperkasa Tbk.,840000000,2944200000000
199,BUMI,Bumi Resources Tbk.,36627020427,2930161634160
200,NRCA,Nusa Raya Cipta Tbk.,2480000146,2876800169360
201,PSAB,J Resources Asia Pasifik Tbk.,5292000000,2857680000000
202,PJAA,Pembangunan Jaya Ancol Tbk.,1599999996,2839999992900
203,TMPI,Sigmagold Inti Perkasa Tbk.,5502083747,2685016868536
204,TGKA,Tigaraksa Satria Tbk.,918492750,2663628975000
205,INDY,Indika Energy Tbk.,5210192000,2657197920000
206,SDRA,Bank Himpunan Saudara 1906 Tbk.,2293873000,2637953950000
207,CASS,Cardig Aero Services Tbk.,2086950000,2608687500000
208,ASGR,Astra Graphia Tbk.,1348780500,2555939047500
209,TMAS,Pelayaran Tempuran Emas Tbk.,1141030000,2527381450000
210,TAXI,Express Transindo Utama Tbk.,2145600000,2510352000000
211,SRAJ,Sejahteraraya Anugrahjaya Tbk.,8030483593,2489449913830
212,IMPC,Impack Pratama Industri Tbk.,483350000,2465085000000
213,JIHD,Jakarta International Hotels &,2329040482,2445492506100
214,SMDR,Samudera Indonesia  Tbk.,163756000,2431776600000
215,BISI,BISI International Tbk.,3000000000,2370000000000
216,SOBI,Sorini Agro Asia Corporindo Tbk.,925211250,2313028125000
217,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,2671404480,2270693808000
218,BLTA,Berlian Laju Tanker Tbk,11550831470,2263962968120
219,MSKY,MNC Sky Vision Tbk.,1412776000,2260441600000
220,BRAM,Indo Kordsa Tbk.,450000000,2250000000000
221,DKFT,Central Omega Resources Tbk.,5638246600,2238383900200
222,BRAU,Berau Coal Energy Tbk.,34900000000,2198700000000
223,KIAS,Keramika Indonesia Assosiasi Tbk.,14929100000,2194577700000
224,ELTY,Bakrieland Development Tbk.,43521913019,2176095650950
225,DART,Duta Anggada Realty Tbk.,3141390962,2136145854160
226,BRPT,Barito Pacific Tbk.,6979892784,2114907513552
227,TRAM,Trada Maritime Tbk.,9731641746,2053376408406
228,MLPT,Multipolar Technology Tbk.,1875000000,1912500000000
229,DVLA,Darya-Varia Laboratoria Tbk.,1120000000,1892800000000
230,ACST,Acset Indonusa Tbk.,500000000,1862500000000
231,TOBA,Toba Bara Sejahtra Tbk.,2012491000,1851491720000
232,PLAS,Polaris Investama Tbk,1184200000,1847352000000
233,LEAD,Logindo Samudramakmur Tbk.,644257143,1826469000405
234,PADI,Minna Padi Investama Tbk.,2826811631,1823293501995
235,TKGA,Permata Prima Sakti Tbk.,1012000000,1821600000000
236,KREN,Kresna Graha Sekurindo Tbk.,3641694020,1769863293720
237,MBSS,Mitrabahtera Segara Sejati Tbk.,1750026639,1750026639000
238,CFIN,Clipan Finance Indonesia Tbk.,3984520457,1749204480623
239,PNBS,Bank Panin Syariah Tbk.,9717704100,1749186738000
240,JSPT,Jakarta Setiabudi Internasional Tbk.,2318736000,1739052000000
241,ISSP,Steel Pipe Industry of Indonesia Tbk.,7185992035,1710266104330
242,BUVA,Bukit Uluwatu Villa Tbk.,3096031500,1702817325000
243,INVS,Inovisi Infracom Tbk.,9990272535,1688356058415
244,MIDI,Midi Utama Indonesia Tbk.,2882353000,1686176505000
245,CSAP,Catur Sentosa Adiprana Tbk.,2895037800,1664646735000
246,APIC,Pacific Strategic Financial Tbk.,2940498750,1661381793750
247,MREI,Maskapai Reasuransi Indonesia Tbk.,388343761,1646577546640
248,FREN,Smartfren Telecom Tbk.,17795870091,1619424178281
249,MBAP,Mitrabara Adiperdana Tbk.,1227271952,1607726257120
250,INRU,Toba Pulp Lestari Tbk.,1388576166,1596862590900
251,DOID,Delta Dunia Makmur Tbk.,8245228732,1591329145276
252,BBNP,Bank Nusantara Parahyangan Tbk.,670065543,1547851404330
253,BTEL,Bakrie Telecom Tbk.,30584590655,1529229532750
254,CENT,Centratama Telekomunikasi Indonesia,7424634500,1477502265500
255,ECII,Electronic City Indonesia Tbk.,1334333000,1454422970000
256,BALI,Bali Towerindo Sentra Tbk.,685843100,1440270510000
257,DAJK,Dwi Aneka Jaya Kemasindo Tbk.,2500000000,1437500000000
258,BATA,Sepatu Bata Tbk.,1300000000,1436500000000
259,JAWA,Jaya Agra Wattie Tbk.,3774685500,1426831119000
260,RDTX,Roda Vivatex Tbk,268800000,1411200000000
261,LTLS,Lautan Luas Tbk.,780000000,1404000000000
262,BCIC,Bank Mutiara Tbk,28066675536,1403333776800
263,BTEK,Bumi Teknokultura Unggul Tbk,1102977500,1389751650000
264,CNKO,Exploitasi Energi Indonesia Tbk.,8956361206,1388235986930
265,MTDL,Metrodata Electronics Tbk.,2246000000,1381290000000
266,RAJA,Rukun Raharja Tbk.,1019270625,1376015343750
267,SONA,Sona Topas Tourism Industry Tbk.,331200000,1357920000000
268,GWSA,Greenwood Sejahtera Tbk.,7800760000,1357332240000
269,ARII,Atlas Resources Tbk.,3000000000,1344000000000
270,WIIM,Wismilak Inti Makmur Tbk.,2099873760,1312421100000
271,MFIN,Mandala Multifinance Tbk.,1325000000,1298500000000
272,BMAS,Bank Maspion Indonesia Tbk.,3812490000,1288621620000
273,GPRA,Perdana Gapuraprima Tbk.,4276655336,1278719945464
274,PTSP,Pioneerindo Gourmet International Tbk.,220808000,1258605600000
275,BABP,Bank MNC Internasional Tbk.,14882003797,1250088318948
276,FMII,Fortune Mate Indonesia Tbk,2721000000,1221729000000
277,ATPK,ATPK Resources Tbk.,5760245414,1203891291526
278,MCOR,Bank Windu Kentjana International Tbk.,5851791186,1199617193130
279,TPMA,Trans Power Marine Tbk.,2633300000,1142852200000
280,PSKT,Red Planet Indonesia Tbk.,1353041500,1123024445000
281,GLOB,Global Teleshop Tbk.,1111112000,1111112000000
282,BCIP,Bumi Citra Permai Tbk.,1429915525,1101034954250
283,INAF,Indofarma Tbk.,3099267500,1100239962500
284,DEWA,Darma Henwa Tbk,21853733792,1092686689600
285,BBRM,Pelayaran Nasional Bina Buana Raya,5367076248,1089516478344
286,TRST,Trias Sentosa Tbk.,2808000000,1067040000000
287,INDS,Indospring Tbk.,656249710,1049999536000
288,IBFN,Intan Baruprana Finance Tbk.,3173720000,1047327600000
289,VICO,Victoria Investama Tbk.,7742000050,1045170006750
290,INPC,Bank Artha Graha Internasional Tbk.,12957391497,1023633928263
291,CKRA,Cakra Mineral Tbk.,5106021090,1016098196910
292,MYOH,Samindo Resources Tbk.,2206312500,1010491125000
293,KKGI,Resource Alam Indonesia Tbk.,1000000000,1005000000000
294,DGIK,Nusa Konstruksi Enjiniring Tbk.,5541165000,991868535000
295,BLTZ,Graha Layar Prima Tbk.,337657532,979206842800
296,BSWD,Bank Of India Indonesia Tbk.,859320010,945252011000
297,PTRO,Petrosea Tbk.,1008605000,932959625000
298,GOLL,Golden Plantation Tbk.,3665000000,919915000000
299,SKBM,Sekar Bumi Tbk.,936530894,908434967180
300,GTBO,Garda Tujuh Buana Tbk,2500000000,907500000000
301,BORN,Borneo Lumbung Energi & Metal Tbk.,17693000000,884650000000
302,BULL,Buana Listya Tama Tbk.,17650150362,882507518100
303,FISH,FKS Multi Agro Tbk.,480000000,873600000000
304,BEKS,Bank Pundi Indonesia Tbk.,10647565981,851805278480
305,BVIC,Bank Victoria International Tbk.,7073811453,848857374360
306,GDST,Gunawan Dianjaya Steel Tbk.,8200000000,844600000000
307,SCCO,Supreme Cable Manufacturing & Commerce,205583400,812054430000
308,ADES,Akasha Wira International Tbk.,589896800,811108100000
309,GZCO,Gozco Plantations Tbk.,6000000000,810000000000
310,TRUB,Truba Alam Manunggal Engineering Tbk.,15799456267,789972813350
311,KRAH,Grand Kartech Tbk.,971190000,786663900000
312,IATA,Indonesia Transport & Infrastructure,9326826088,783453391392
313,AMAG,Asuransi Multi Artha Guna Tbk.,3322733109,774196814397
314,ALTO,Tri Banyan Tirta Tbk.,2186527777,769657777504
315,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,7376273365,759756156595
316,ASMI,Asuransi Mitra Maparya Tbk.,1404483800,758421252000
317,IPOL,Indopoly Swakarsa Industry Tbk.,6443379509,747432023044
318,NIPS,Nipress Tbk.,1486666666,724006666342
319,LPGI,Lippo General Insurance Tbk.,150000000,720000000000
320,BKDP,Bukit Darmo Property Tbk,7315022252,716872180696
321,TALF,Tunas Alfin Tbk.,1353435000,703786200000
322,LPLI,Star Pacific Tbk,1170432803,702259681800
323,RANC,Supra Boga Lestari Tbk.,1564487500,696196937500
324,MLIA,Mulia Industrindo Tbk,1323000000,694575000000
325,BPFI,Batavia Prosperindo Finance Tbk.,1260127100,693069905000
326,UNSP,Bakrie Sumatra Plantations Tbk.,13720471386,686023569300
327,POOL,Pool Advista Indonesia Tbk.,224994004,673857041980
328,JTPE,Jasuindo Tiga Perkasa Tbk.,1769680000,668939040000
329,BPII,Batavia Prosperindo Internasional Tbk.,514010900,668214170000
330,APOL,Arpeni Pratama Ocean Line Tbk.,8670479000,667626883000
331,VOKS,Voksel Electric Tbk.,831120519,660740812605
332,GDYR,Goodyear Indonesia Tbk.,41000000,656000000000
333,GREN,Evergreen Invesco Tbk.,4694111791,647787427158
334,ADMG,Polychem Indonesia Tbk,3889179559,641714627235
335,DAVO,Davomas Abadi Tbk,12403711320,620185566000
336,GMTD,Gowa Makassar Tourism Development Tbk.,101538000,619381800000
337,UNIC,Unggul Indah Cahaya Tbk.,383331363,613330180800
338,BACA,Bank Capital Indonesia Tbk.,6333441949,608010427104
339,INTA,Intraco Penta Tbk.,2160029220,602648152380
340,AGRS,Bank Agris Tbk.,4193163711,599622410673
341,HDTX,Panasia Indo Resources Tbk.,1532571000,597702690000
342,OMRE,Indonesia Prima Property Tbk,1745000000,593300000000
343,SMDM,Suryamas Dutamakmur Tbk.,4772138237,591745141388
344,DYAN,Dyandra Media International Tbk.,4272964279,589669070502
345,RELI,Reliance Securities Tbk,900000000,589500000000
346,PANR,Panorama Sentrawisata Tbk.,1200000000,579600000000
347,SDMU,Sidomulyo Selaras Tbk.,1125875000,574196250000
348,LPPS,Lippo Securities Tbk.,2588250000,566826750000
349,AKPI,Argha Karya Prima Industry Tbk.,680000000,564400000000
350,KBLI,KMI Wire & Cable Tbk.,4007235107,557005679873
351,HOME,Hotel Mandarine Regency Tbk.,2266550488,543972117120
352,BAJA,Saranacentral Bajatama Tbk.,1800000000,534600000000
353,HOTL,Saraswati Griya Lestari Tbk.,3550000000,532500000000
354,ASSA,Adi Sarana Armada Tbk.,3397500000,526612500000
355,PTIS,Indo Straits Tbk.,550165300,522657035000
356,INPP,Indonesian Paradise Property Tbk.,2558803600,521995934400
357,BINA,Bank Ina Perdana Tbk.,2079000000,519750000000
358,GAMA,Gading Development Tbk.,10011027550,510562405050
359,FPNI,Lotte Chemical Titan Tbk.,5566414000,506543674000
360,INDR,Indo-Rama Synthetics Tbk.,654351707,503850814390
361,SIPD,Sierad Produce Tbk.,9391108493,497728750129
362,GSMF,Equity Development Investment Tbk.,5226336198,491275602612
363,ICON,Island Concepts Indonesia Tbk.,1089750000,488208000000
364,BRNA,Berlina Tbk.,690000000,486450000000
365,LION,Lion Metal Works Tbk.,52016000,483748800000
366,TRIM,Trimegah Securities Tbk.,7109300000,483432400000
367,ITMA,Sumber Energi Andalan Tbk.,34000000,472600000000
368,APII,Arita Prima Indonesia Tbk.,1075000000,462250000000
369,EMDE,Megapolitan Developments Tbk.,3350000000,458950000000
370,MAGP,Multi Agro Gemilang Plantation Tbk.,9000000000,450000000000
371,SQMI,Renuka Coalindo Tbk.,301200000,448788000000
372,CEKA,Wilmar Cahaya Indonesia Tbk.,297500000,446250000000
373,BUDI,Budi Starch & Sweetener Tbk.,4098997362,438592717734
374,KOIN,Kokoh Inti Arebama Tbk,980843732,436475460740
375,PNSE,Pudjiadi & Sons Tbk.,797813496,434808355320
376,KBRI,Kertas Basuki Rachmat Indonesia Tbk.,8687995734,434399786700
377,DNAR,Bank Dinar Indonesia Tbk.,2227500000,432135000000
378,WOMF,Wahana Ottomitra Multiartha Tbk.,2000000000,410000000000
379,ALDO,Alkindo Naratama Tbk.,550000000,404250000000
380,KOBX,Kobexindo Tractors Tbk.,2272500000,390870000000
381,ESTI,Ever Shine Tex Tbk.,2015208720,388935282960
382,ARGO,Argo Pantes Tbk,335557450,385891067500
383,NELY,Pelayaran Nelly Dwi Putri Tbk.,2350000000,383050000000
384,CPGT,Cipaganti Citra Graha Tbk.,3972222100,373388877400
385,TRIS,Trisula International Tbk.,1043763025,371579636900
386,DSFI,Dharma Samudera Fishing Industries,1857135500,371427100000
387,CINT,Chitose Internasional Tbk.,1000000000,362000000000
388,BNBA,Bank Bumi Arta Tbk.,2286900000,361330200000
389,EKAD,Ekadharma International Tbk.,698775000,359869125000
390,JECC,Jembo Cable Company Tbk.,151200000,355320000000
391,BAYU,Bayu Buana Tbk,353220780,351454676100
392,SHID,Hotel Sahid Jaya International Tbk.,1119326168,343633133576
393,NIKL,Pelat Timah Nusantara Tbk.,2523350000,338128900000
394,YPAS,Yanaprima Hastapersada Tbk,668000089,334000044500
395,FORU,Fortune Indonesia Tbk,465224000,325656800000
396,HDFA,Radana Bhaskara Finance Tbk.,1540000000,323400000000
397,LAMI,Lamicitra Nusantara Tbk.,1148418000,319260204000
398,IKBI,Sumi Indo Kabel Tbk.,306000000,318240000000
399,IGAR,Champion Pacific Indonesia Tbk.,972204500,306244417500
400,SQBI,Taisho Pharmaceutical Indonesia Tbk.,972000,306180000000
401,SRSN,Indo Acidatama Tbk,6020000000,301000000000
402,SPMA,Suparma Tbk.,1492046658,293933191626
403,BIPP,Bhuwanatala Indah Permai Tbk.,3032239245,288062728275
404,KARW,ICTSI Jasa Prima Tbk.,587152700,286530517600
405,NAGA,Bank Mitraniaga Tbk.,1612710000,280611540000
406,ASRM,Asuransi Ramayana Tbk.,214559422,275708857270
407,MFMI,Multifiling Mitra Indonesia Tbk.,757581000,256062378000
408,ETWA,Eterindo Wahanatama Tbk,968297000,251757220000
409,SKYB,Skybee Tbk.,585000000,245700000000
410,CLPI,Colorpak Indonesia Tbk.,306338500,243539107500
411,STAR,Star  Petrochem Tbk.,4800000602,240000030100
412,TIFA,Tifa Finance Tbk.,1079700000,239693400000
413,MITI,Mitra Investindo Tbk.,1283228000,237397180000
414,POLY,Asia Pacific Fibers Tbk,2495753334,237096566730
415,INDX,Tanah Laut Tbk,437913588,225525497820
416,CANI,Capitol Nusantara Indonesia Tbk.,833440000,220861600000
