No,Kode,Nama,Saham Beredar,Market Cap
150,CKRA,Cakra Mineral Tbk.,5106021090,388058000000
151,CLEO,Sariguna Primatirta Tbk.,12000000000,3408000000000
152,CLPI,Colorpak Indonesia Tbk.,306338500,196057000000
153,CMNP,Citra Marga Nusaphala Persada Tbk.,3620831944,4634660000000
154,CMPP,AirAsia Indonesia Tbk.,10685124441,2222510000000
155,CNKO,Exploitasi Energi Indonesia Tbk.,8956361206,447818000000
156,CNTB,Saham Seri B ( Centex Tbk ),130000000,32500000000
157,CNTX,Century Textile Industry Tbk.,70000000,33040000000
158,COWL,Cowell Development Tbk.,4871214021,2036170000000
159,CPIN,Charoen Pokphand Indonesia Tbk,16398000000,118476000000000
160,CPRO,Central Proteina Prima Tbk.,59572382787,2978620000000
161,CSAP,Catur Sentosa Adiprana Tbk.,4458352920,2429800000000
162,CSIS,Cahayasakti Investindo Sukses Tbk.,1307000000,413012000000
163,CTBN,Citra Tubindo Tbk.,800371500,3441600000000
164,CTRA,Ciputra Development Tbk.,18560303397,18745900000000
165,CTTH,Citatah Tbk.,1230839821,146470000000
166,DART,Duta Anggada Realty Tbk.,3141390962,760217000000
167,DAYA,Duta Intidaya Tbk.,2420547025,508315000000
168,DEAL,Dewata Freightinternational Tbk.,1120000000,593600000000
169,DEFI,Danasupra Erapacific Tbk,676000000,1230320000000
170,DEWA,Darma Henwa Tbk,21853733792,1092690000000
171,DFAM,Dafam Property Indonesia Tbk.,1607998900,1415040000000
172,DGIK,Nusa Konstruksi Enjiniring Tbk.,5541165000,277058000000
173,DIGI,Arkadia Digital Media Tbk.,325000000,585000000000
174,DILD,Intiland Development Tbk.,10365854185,3192680000000
175,DIVA,Distribusi Voucher Nusantara Tbk.,714285700,2300000000000
176,DKFT,Central Omega Resources Tbk.,5638246600,1725300000000
177,DLTA,Delta Djakarta Tbk.,800659050,4403620000000
178,DMAS,Puradelta Lestari Tbk.,48198111100,7663500000000
179,DNAR,Bank Dinar Indonesia Tbk.,2227500000,614790000000
180,DNET,Indoritel Makmur Internasional Tbk.,14184000000,46665400000000
181,DOID,Delta Dunia Makmur Tbk.,8611686432,4521140000000
182,DPNS,Duta Pertiwi Nusantara Tbk.,331129952,104637000000
183,DPUM,Dua Putra Utama Makmur Tbk.,4175000000,534400000000
184,DSFI,Dharma Samudera Fishing Industries Tbk.,1857135500,187571000000
185,DSNG,Dharma Satya Nusantara Tbk.,10599842400,4345940000000
186,DSSA,Dian Swastatika Sentosa Tbk,770552320,10402500000000
187,DUCK,Jaya Bersama Indo Tbk.,1283330000,2001990000000
188,DUTI,Duta Pertiwi Tbk,1850000000,8121500000000
189,DVLA,Darya-Varia Laboratoria Tbk.,1120000000,2172800000000
190,DWGL,Dwi Guna Laksana Tbk.,8637564799,621905000000
191,DYAN,Dyandra Media International Tbk.,4272964279,329018000000
192,ECII,Electronic City Indonesia Tbk.,1334333000,1507800000000
193,EKAD,Ekadharma International Tbk.,698775000,597453000000
194,ELSA,Elnusa Tbk.,7298500000,2510680000000
195,ELTY,Bakrieland Development Tbk.,43521913019,2176100000000
196,EMDE,Megapolitan Developments Tbk.,3350000000,850900000000
197,EMTK,Elang Mahkota Teknologi Tbk.,5640032442,47376300000000
198,ENRG,Energi Mega Persada Tbk.,10342179272,517109000000
199,EPMT,Enseval Putera Megatrading Tbk.,2708640000,5688140000000
200,ERAA,Erajaya Swasembada Tbk.,3190000000,7018000000000
201,ERTX,Eratex Djaja Tbk.,1286539792,159531000000
202,ESSA,Surya Esa Perkasa Tbk.,14300000000,4604600000000
203,ESTI,Ever Shine Tex Tbk.,2015208720,163232000000
204,ETWA,Eterindo Wahanatama Tbk,968297000,78432057000
205,EXCL,XL Axiata Tbk.,10687960423,21162200000000
206,FAST,Fast Food Indonesia Tbk.,1995138579,3331880000000
207,FASW,Fajar Surya Wisesa Tbk.,2477888787,19265600000000
208,FILM,MD Pictures Tbk.,9511217000,6467630000000
209,FINN,First Indo American Leasing Tbk.,1860225000,93011250000
210,FIRE,Alfa Energi Investama Tbk.,1465783780,11359800000000
211,FISH,FKS Multi Agro Tbk.,480000000,1948800000000
212,FMII,Fortune Mate Indonesia Tbk,2721000000,1904700000000
213,FORU,Fortune Indonesia Tbk,465224000,51174640000
214,FORZ,Forza Land Indonesia Tbk.,1972896387,1815060000000
215,FPNI,Lotte Chemical Titan Tbk.,5566414000,890626000000
216,FREN,Smartfren Telecom Tbk.,171115000000,13346900000000
217,GAMA,Gading Development Tbk.,10011027656,580640000000
218,GDST,Gunawan Dianjaya Steel Tbk.,9242500000,868795000000
219,GDYR,Goodyear Indonesia Tbk.,410000000,795400000000
220,GEMA,Gema Grahasarana Tbk.,1600000000,505600000000
221,GEMS,Golden Energy Mines Tbk.,5882353000,15000000000000
222,GGRM,Gudang Garam Tbk.,1924088000,160902000000000
223,GHON,Gihon Telekomunikasi Indonesia Tbk.,550000000,726000000000
224,GIAA,Garuda Indonesia (Persero) Tbk.,25886576254,7714200000000
225,GJTL,Gajah Tunggal Tbk.,3484800000,2265120000000
226,GLOB,Global Teleshop Tbk.,1111112000,360000000000
227,GMCW,Grahamas Citrawisata Tbk.,58839958,50602363880
228,GMFI,Garuda Maintenance Facility Aero Asia Tbk.,28233511500,6098440000000
229,GMTD,Gowa Makassar Tourism Development Tbk.,101538000,1523070000000
230,GOLD,Visi Telekomunikasi Infrastruktur Tbk.,314600000,169884000000
231,GOLL,Golden Plantation Tbk.,3665000759,183250000000
232,GOOD,Garudafood Putra Putri Jaya Tbk.,7379580291,13836700000000
233,GPRA,Perdana Gapuraprima Tbk.,4276655336,470432000000
234,GREN,Evergreen Invesco Tbk.,4694111791,1539670000000
235,GSMF,Equity Development Investment Tbk.,7454723337,700744000000
236,GTBO,Garda Tujuh Buana Tbk,2500000000,595000000000
237,GWSA,Greenwood Sejahtera Tbk.,7800760000,1107710000000
238,GZCO,Gozco Plantations Tbk.,6000000000,300000000000
239,HADE,Himalaya Energi Perkasa Tbk.,2120000000,106000000000
240,HDFA,Radana Bhaskara Finance Tbk.,2329668917,661626000000
241,HDTX,Panasia Indo Resources Tbk.,3601462800,453784000000
242,HEAL,Medikaloka Hermina Tbk.,2973000000,7610880000000
243,HELI,Jaya Trishindo Tbk.,819000000,99099000000
244,HERO,Hero Supermarket Tbk.,4183634000,3305070000000
245,HEXA,Hexindo Adiperkasa Tbk.,840000000,2394000000000
246,HITS,Humpuss Intermoda Transportasi Tbk.,7101084801,4970760000000
247,HKMU,HK Metals Utama Tbk.,3221750000,1198490000000
248,HMSP,H.M. Sampoerna Tbk.,116318000000,431540000000000
249,HOKI,Buyung Poetra Sembada Tbk.,2374834620,1733630000000
250,HOME,Hotel Mandarine Regency Tbk.,2266550488,262920000000
251,HOTL,Saraswati Griya Lestari Tbk.,3550001452,362100000000
252,HRTA,Hartadinata Abadi Tbk.,4605262400,1409210000000
253,HRUM,Harum Energy Tbk.,2703620000,3785070000000
254,IATA,Indonesia Transport & Infrastructure Tbk.,9979518088,498976000000
255,IBFN,Intan Baruprana Finance Tbk.,1517321249,400573000000
256,IBST,Inti Bangun Sejahtera Tbk.,1350904927,11212500000000
257,ICBP,Indofood CBP Sukses Makmur Tbk.,11661908000,121867000000000
258,ICON,Island Concepts Indonesia Tbk.,1089750000,106796000000
259,IDPR,Indonesia Pondasi Raya Tbk.,2003000000,1782670000000
260,IGAR,Champion Pacific Indonesia Tbk.,972204500,373327000000
261,IIKP,Inti Agri Resources Tbk,33600000000,8064000000000
262,IKAI,Intikeramik Alamasri Industri Tbk.,11426722806,1942540000000
263,IKBI,Sumi Indo Kabel Tbk.,1224000000,315792000000
264,IMAS,Indomobil Sukses Internasional Tbk.,2765278412,5973000000000
265,IMJS,Indomobil Multi Jasa Tbk.,5017000000,3261050000000
266,IMPC,Impack Pratama Industri Tbk.,4833500000,4543490000000
267,INAF,Indofarma Tbk.,3099267500,20145200000000
268,INAI,Indal Aluminium Industry Tbk.,633600000,259776000000
269,INCF,Indo Komoditi Korpora Tbk.,1438370465,396990000000
270,INCI,Intanwijaya Internasional Tbk,196121237,112770000000
271,INCO,Vale Indonesia Tbk.,9936338720,32392500000000
272,INDF,Indofood Sukses Makmur Tbk.,8780426500,65414200000000
273,INDR,Indo-Rama Synthetics Tbk.,654351707,3877030000000
274,INDS,Indospring Tbk.,656249710,1456870000000
275,INDX,Tanah Laut Tbk,437913588,34595173452
276,INDY,Indika Energy Tbk.,5210192000,8258150000000
277,INKP,Indah Kiat Pulp & Paper Tbk.,5470982941,63189900000000
278,INPC,Bank Artha Graha Internasional Tbk.,15638233167,969570000000
279,INPP,Indonesian Paradise Property Tbk.,11181971732,7827380000000
280,INPS,Indah Prakasa Sentosa Tbk.,650000000,1326000000000
281,INRU,Toba Pulp Lestari Tbk.,1388883283,729164000000
282,INTA,Intraco Penta Tbk.,3334733297,1627350000000
283,INTD,Inter Delta Tbk,591828000,142039000000
284,INTP,Indocement Tunggal Prakarsa Tbk.,3681231699,67918700000000
285,IPCC,Indonesia Kendaraan Terminal Tbk.,1818384820,2982150000000
286,IPCM,Jasa Armada Indonesia Tbk.,5284811100,2589560000000
287,IPOL,Indopoly Swakarsa Industry Tbk.,6443379509,573461000000
288,ISAT,Indosat Tbk.,5433933500,9156180000000
289,ISSP,Steel Pipe Industry of Indonesia Tbk.,7185992035,603623000000
290,ITMA,Sumber Energi Andalan Tbk.,680000000,561000000000
291,ITMG,Indo Tambangraya Megah Tbk.,1129925000,22881000000000
292,ITTG,Leo Investments Tbk.,1379000000,113078000000
293,JAWA,Jaya Agra Wattie Tbk.,3774685500,509583000000
294,JECC,Jembo Cable Company Tbk.,151200000,1005480000000
295,JGLE,Graha Andrasentra Propertindo Tbk.,22581909405,1129100000000
296,JIHD,Jakarta International Hotels & Development Tbk.,2329040482,1136570000000
297,JKON,Jaya Konstruksi Manggala Pratama Tbk.,16308519860,5936300000000
298,JKSW,Jakarta Kyoei Steel Works Tbk.,150000000,8850000000
299,JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk.,1000000000,900000000000
300,JPFA,Japfa Comfeed Indonesia Tbk.,11726575201,25212100000000
301,JRPT,Jaya Real Property Tbk.,13750000000,10175000000000
302,JSKY,Sky Energy Indonesia Tbk.,1016270000,1036600000000
303,JSMR,Jasa Marga (Persero) Tbk.,7257871200,31063700000000
304,JSPT,Jakarta Setiabudi Internasional Tbk.,2318736000,2249170000000
305,JTPE,Jasuindo Tiga Perkasa Tbk.,1713012500,849654000000
306,KAEF,Kimia Farma Tbk.,5554000000,14440400000000
307,KARW,ICTSI Jasa Prima Tbk.,587152700,49320826800
308,KBLI,KMI Wire & Cable Tbk.,4007235107,1210190000000
309,KBLM,Kabelindo Murni Tbk.,1120000000,280000000000
310,KBLV,First Media Tbk.,1742167907,1219520000000
311,KBRI,Kertas Basuki Rachmat Indonesia Tbk.,8687995734,434400000000
312,KDSI,Kedawung Setia Industrial Tbk.,405000000,405000000000
313,KIAS,Keramika Indonesia Assosiasi Tbk.,14929100000,1492910000000
314,KICI,Kedaung Indah Can Tbk,276000000,78384000000
315,KIJA,Kawasan Industri Jababeka Tbk.,20824888369,5747670000000
316,KINO,Kino Indonesia Tbk.,1428571500,4000000000000
317,KIOS,Kioson Komersial Indonesia Tbk.,717238500,1864820000000
318,KKGI,Resource Alam Indonesia Tbk.,5000000000,1770000000000
319,KLBF,Kalbe Farma Tbk.,46875122110,71250200000000
320,KMTR,Kirana Megatara Tbk.,7682950000,2074400000000
321,KOBX,Kobexindo Tractors Tbk.,2272500000,365873000000
322,KOIN,Kokoh Inti Arebama Tbk,980843732,227556000000
323,KONI,Perdana Bangun Pusaka Tbk,152000000,72960000000
324,KOPI,Mitra Energi Persada Tbk.,697266668,509005000000
325,KPAL,Steadfast Marine Tbk.,992362650,297709000000
326,KPAS,Cottonindo Ariesta Tbk.,768000000,426240000000
327,KPIG,MNC Land Tbk.,74079122790,10297000000000
328,KRAH,Grand Kartech Tbk.,971190000,2369700000000
329,KRAS,Krakatau Steel (Persero) Tbk.,19346396900,7777250000000
330,KREN,Kresna Graha Investama Tbk.,18208470100,11926500000000
331,LAND,Trimitra Propertindo Tbk.,2792620000,2457510000000
332,LAPD,Leyand International Tbk.,3966350139,198318000000
333,LCGP,Eureka Prima Jakarta Tbk.,5630000914,731900000000
334,LCKM,LCK Global Kedaton Tbk.,1000000000,278000000000
335,LEAD,Logindo Samudramakmur Tbk.,4049616328,202481000000
336,LINK,Link Net Tbk.,3042649384,14909000000000
337,LION,Lion Metal Works Tbk.,520160000,353709000000
338,LMAS,Limas Indonesia Makmur Tbk,787851525,45695388450
339,LMPI,Langgeng Makmur Industri Tbk.,1008517669,145227000000
340,LMSH,Lionmesh Prima Tbk.,96000000,55680000000
341,LPCK,Lippo Cikarang Tbk,696000000,1026600000000
342,LPGI,Lippo General Insurance Tbk.,150000000,645000000000
343,LPIN,Multi Prima Sejahtera Tbk,106250000,105719000000
344,LPKR,Lippo Karawaci Tbk.,23077689619,5861730000000
345,LPLI,Star Pacific Tbk,1170432803,125236000000
346,LPPF,Matahari Department Store Tbk.,2917918080,16340300000000
347,LPPS,Lippo Securities Tbk.,2588250000,264002000000
348,LRNA,Eka Sari Lorena Transport Tbk.,350000022,37450002354
349,LSIP,PP London Sumatra Indonesia Tbk.,6822863965,8528580000000
350,LTLS,Lautan Luas Tbk.,1560000000,959400000000
351,LUCK,Sentral Mitra Informatika Tbk.,715749640,508182000000
352,MABA,Marga Abhinaya Abadi Tbk.,15365229912,3380350000000
353,MAGP,Multi Agro Gemilang Plantation Tbk.,9000000004,450000000000
354,MAIN,Malindo Feedmill Tbk.,2238750000,3123060000000
355,MAMI,Mas Murni Indonesia Tbk,5127240122,615269000000
356,MAMIP,Mas Murni Tbk (Saham Preferen),6000000,3600000000
357,MAPA,Map Aktif Adiperkasa Tbk.,2850400000,10546500000000
358,MAPB,MAP Boga Adiperkasa Tbk.,2170922900,3885950000000
359,MAPI,Mitra Adiperkasa Tbk.,16600000000,13363000000000
360,MARI,Mahaka Radio Integra Tbk.,5252644000,1355180000000
361,MARK,Mark Dynamics Indonesia Tbk.,760000062,1508600000000
362,MASA,Multistrada Arah Sarana Tbk.,9182946945,6611720000000
363,MAYA,Bank Mayapada Internasional Tbk.,6313147533,44349900000000
364,MBAP,Mitrabara Adiperdana Tbk.,1227271952,3497730000000
365,MBSS,Mitrabahtera Segara Sejati Tbk.,1750026639,854013000000
366,MBTO,Martina Berto Tbk.,1070000000,134820000000
367,MCAS,M Cash Integrasi Tbk.,867933300,2786070000000
368,MCOR,Bank China Construction Bank Indonesia Tbk.,16465148150,2338050000000
369,MDIA,Intermedia Capital Tbk.,39215538400,5333310000000
370,MDKA,Merdeka Copper Gold Tbk.,4164518330,14575800000000
371,MDKI,Emdeki Utama Tbk.,2530150002,683141000000
372,MDLN,Modernland Realty Tbk.,12533067322,2832470000000
373,MDRN,Modern Internasional Tbk.,5032167798,251608000000
374,MEDC,Medco Energi Internasional Tbk.,17829192501,12213000000000
375,MEGA,Bank Mega Tbk.,6894138227,33781300000000
376,MERK,Merck Tbk.,448000000,1926400000000
377,META,Nusantara Infrastructure Tbk.,17522824669,3609700000000
378,MFIN,Mandala Multifinance Tbk.,2650000000,2345250000000
379,MFMI,Multifiling Mitra Indonesia Tbk.,757581000,606065000000
380,MGNA,Magna Investama Mandiri Tbk.,1003080977,50154048850
381,MGRO,Mahkota Group Tbk.,3518438000,3500850000000
382,MICE,Multi Indocitra Tbk.,600000000,222000000000
383,MIDI,Midi Utama Indonesia Tbk.,2882353000,3084120000000
384,MIKA,Mitra Keluarga Karyasehat Tbk.,14550736000,22917400000000
385,MINA,Sanurhasta Mitra Tbk.,6562500000,5085940000000
386,MIRA,Mitra International Resources Tbk.,3961452039,198073000000
387,MITI,Mitra Investindo Tbk.,1411550800,70577540000
388,MKNT,Mitra Komunikasi Nusantara Tbk.,5000000000,975000000000
389,MKPI,Metropolitan Kentjana Tbk.,948194000,21334400000000
390,MLBI,Multi Bintang Indonesia Tbk.,2107000000,33712000000000
391,MLIA,Mulia Industrindo Tbk,1323000000,1594220000000
392,MLPL,Multipolar Tbk.,14639632470,1083330000000
393,MLPT,Multipolar Technology Tbk.,1875000000,1715630000000
394,MMLP,Mega Manunggal Property Tbk.,6889134608,3582350000000
395,MNCN,Media Nusantara Citra Tbk.,14276103500,9850510000000
396,MOLI,Madusari Murni Indah Tbk.,2334888498,2568380000000
397,MPMX,Mitra Pinasthika Mustika Tbk.,4462963276,4038980000000
398,MPOW,Megapower Makmur Tbk.,816997053,93137664042
399,MPPA,Matahari Putra Prima Tbk.,7529147920,1144430000000
400,MPRO,Propertindo Mulia Investama Tbk.,9942500000,7655730000000
401,MRAT,Mustika Ratu Tbk.,428000000,76612000000
402,MREI,Maskapai Reasuransi Indonesia Tbk.,517791681,2640740000000
403,MSIN,MNC Studios International Tbk.,5202000000,1623020000000
404,MSKY,MNC Sky Vision Tbk.,1813064073,1368860000000
405,MTDL,Metrodata Electronics Tbk.,2455376917,2123900000000
406,MTFN,Capitalinc Investment Tbk.,31842082852,1592100000000
407,MTLA,Metropolitan Land Tbk.,7655126330,3429500000000
408,MTRA,Mitra Pemuda Tbk.,770000000,277200000000
409,MTSM,Metro Realty Tbk.,232848000,53555040000
410,MTWI,Malacca Trust Wuwungan Insurance Tbk.,1525819116,93074966076
411,MYOH,Samindo Resources Tbk.,2206312500,2305600000000
412,MYOR,Mayora Indah Tbk.,22358699725,58579800000000
