No,Kode,Nama,Saham Beredar,Market Cap
34,AALI,Astra Agro Lestari Tbk.,1574745000,24959708250000
35,AMRT,Sumber Alfaria Trijaya Tbk.,41524501700,24084210986000
36,PWON,Pakuwon Jati Tbk.,48159602400,23887162790400
37,LPKR,Lippo Karawaci Tbk.,23077689619,23885408755665
38,SMRA,Summarecon Agung Tbk.,14426781680,23804189772000
39,WSKT,Waskita Karya (Persero) Tbk.,13572493310,22666063827700
40,MEGA,Bank Mega Tbk.,6894138227,22578302693425
41,CTRA,Ciputra Development Tbk.,15330659837,22382763362020
42,PNBN,Bank Pan Indonesia Tbk,23837645998,19546869718360
43,PTPP,PP (Persero) Tbk.,4842436500,18764441437500
44,SSMS,Sawit Sumbermas Sarana Tbk.,9525000000,18573750000000
45,BIRD,Blue Bird Tbk.,2502100000,17764910000000
46,MLBI,Multi Bintang Indonesia Tbk.,2107000000,17277400000000
47,ADRO,Adaro Energy Tbk.,31985962000,16472770430000
48,INCO,Vale Indonesia Tbk.,9936338720,16245913807200
49,DNET,Indoritel Makmur Internasional Tbk.,14184000000,16240680000000
50,WIKA,Wijaya Karya (Persero) Tbk.,6149225000,16233954000000
51,MKPI,Metropolitan Kentjana Tbk.,948194000,16000773750000
52,BMTR,Global Mediacom Tbk.,14198613922,15618475314200
53,BNGA,Bank CIMB Niaga Tbk.,24880290775,14803773011125
54,NISP,Bank OCBC NISP Tbk.,11357888016,14481307220400
55,PLIN,Plaza Indonesia Realty Tbk.,3550000000,14200000000000
56,ACES,Ace Hardware Indonesia Tbk.,17150000000,14148750000000
57,BTPN,Bank Tabungan Pensiunan Nasional Tbk.,5781884384,13876522521600
58,JKON,Jaya Konstruksi Manggala Pratama Tbk.,16308519860,13699156682400
59,BBTN,Bank Tabungan Negara (Persero) Tbk.,10476445000,13566996275000
60,MDIA,Intermedia Capital Tbk.,3921553840,13039166518000
61,IIKP,Inti Agri Resources Tbk,3360000000,12348000000000
62,LINK,Link Net Tbk.,3042649384,12170597536000
63,SMAR,Smart Tbk.,2872193366,12063212137200
64,DUTI,Duta Pertiwi Tbk,1850000000,11840000000000
65,SUGI,Sugih Energy Tbk.,24811541414,11661424464580
66,BNII,Bank Maybank Indonesia Tbk.,67068027368,11468632679928
67,ULTJ,Ultra Jaya Milk Industry & Trading,2888382000,11394666990000
68,SILO,Siloam International Hospitals Tbk.,1156100000,11329780000000
69,TPIA,Chandra Asri Petrochemical Tbk.,3286962558,11323586012310
70,BNLI,Bank Permata Tbk.,11764996622,11117921807790
71,SRTG,Saratoga Investama Sedaya Tbk.,2712967000,10878997670000
72,PTBA,Tambang Batubara Bukit Asam (Persero),2304131850,10426196621250
73,DMAS,Puradelta Lestari Tbk.,48198111100,10362593886500
74,JRPT,Jaya Real Property Tbk.,13750000000,10243750000000
75,MPPA,Matahari Putra Prima Tbk.,5377962800,9814782110000
76,KPIG,MNC Land Tbk.,6890467237,9715558804170
77,SUPR,Solusi Tunas Pratama Tbk.,1137579698,9555669463200
78,TRIO,Trikomsel Oke Tbk.,4761500000,9523000000000
79,MYRX,Hanson International Tbk.,14854287896,9432472813960
80,DSSA,Dian Swastatika Sentosa Tbk,770552320,9323683072000
81,LSIP,PP London Sumatra Indonesia Tbk.,6822863965,9006180433800
82,APEX,Apexindo Pratama Duta Tbk.,2659850000,8857300500000
83,MAYA,Bank Mayapada Internasional Tbk.,4261374585,8309680440750
84,SIDO,Industri Jamu dan Farmasi Sido Muncul,15000000000,8250000000000
85,GEMS,Golden Energy Mines Tbk.,5882353000,8235294200000
86,EPMT,Enseval Putera Megatrading Tbk.,2708640000,8125920000000
87,RODA,Pikko Land Development Tbk.,13592128209,8087316284355
88,GIAA,Garuda Indonesia (Persero) Tbk.,25868926633,7993498329597
89,ABMM,ABM Investama Tbk.,2753165000,7984178500000
90,BCAP,MNC Kapital Indonesia Tbk.,4689385060,7901613826100
91,TSPC,Tempo Scan Pacific Tbk.,4500000000,7875000000000
92,KREN,Kresna Graha Investama Tbk.,3641694020,7720391322400
93,AUTO,Astra Otoparts Tbk.,4819733000,7711572800000
94,SMCB,Holcim Indonesia Tbk.,7662900000,7624585500000
95,ADHI,Adhi Karya (Persero) Tbk.,3560849376,7620217664640
96,ANTM,Aneka Tambang (Persero) Tbk.,24030764725,7545660123650
97,PSAB,J Resources Asia Pasifik Tbk.,5292000000,7250040000000
98,BJBR,Bank Pembangunan Daerah Jawa Barat dan,9599328254,7247492831770
99,SRIL,Sri Rejeki Isman Tbk.,18592888040,7232633447560
100,MDKA,Merdeka Copper Gold Tbk.,3569587140,7192718087100
101,WTON,Wijaya Karya Beton Tbk.,8715466600,7190259945000
102,TOTO,Surya Toto Indonesia Tbk.,1032000000,7172400000000
103,SMSM,Selamat Sempurna Tbk.,1439668860,6852823773600
104,APLN,Agung Podomoro Land Tbk.,20500900000,6847300600000
105,JPFA,Japfa Comfeed Indonesia Tbk.,10660522910,6769432047850
106,BHIT,MNC Investama Tbk.,38902106607,6768966549618
107,ASRI,Alam Sutera Realty Tbk.,19649411888,6739748277584
108,CMNP,Citra Marga Nusaphala Persada Tbk.,2750000000,6696250000000
109,IMAS,Indomobil Sukses Internasional Tbk.,2765278412,6539883444380
110,ITMG,Indo Tambangraya Megah Tbk.,1129925000,6468820625000
111,BJTM,Bank Pembangunan Daerah Jawa Timur,14768508132,6453838053684
112,ROTI,Nippon Indosari Corpindo Tbk.,5061800000,6403177000000
113,DSNG,Dharma Satya Nusantara Tbk.,10598500000,6359100000000
114,BBMD,Bank Mestika Dharma Tbk.,4049189100,6316734996000
115,MAPI,Mitra Adiperkasa Tbk.,1660000000,6299700000000
116,BBKP,Bank Bukopin Tbk.,8995754228,6297027959600
117,PNLF,Panin Financial Tbk.,32022073293,5924083559205
118,MDLN,Modernland Realty Ltd. Tbk,12533067322,5852942439374
119,SCBD,Danayasa Arthatama Tbk.,3322092000,5630945940000
120,TARA,Sitara Propertindo Tbk.,10044920000,5625155200000
121,SDRA,Bank Woori Saudara Indonesia 1906 Tbk.,5021633094,5523796403400
122,BSIM,Bank Sinarmas Tbk.,14007435804,5518929706776
123,KINO,Kino Indonesia Tbk.,1428571500,5485714560000
124,TELE,Tiphone Mobile Indonesia Tbk.,7120948517,5483130358090
125,ANJT,Austindo Nusantara Jaya Tbk.,3335525000,5370195250000
126,HITS,Humpuss Intermoda Transportasi Tbk.,7101084801,5325813600750
127,SIMP,Salim Ivomas Pratama Tbk.,15816310000,5251014920000
128,FREN,Smartfren Telecom Tbk.,102795870101,5242589375151
129,INKP,Indah Kiat Pulp & Paper Tbk.,5470982941,5224788708655
130,KIJA,Kawasan Industri Jababeka Tbk.,20662178685,5103558135195
131,DILD,Intiland Development Tbk.,10365854185,5068902696465
132,LPCK,Lippo Cikarang Tbk,696000000,5046000000000
133,ABDA,Asuransi Bina Dana Arta Tbk.,620806680,4950933273000
134,KAEF,Kimia Farma Tbk.,5554000000,4831980000000
135,HERO,Hero Supermarket Tbk.,4183634000,4811179100000
136,BNBR,Bakrie & Brothers Tbk,93721717528,4686085876400
137,KRAS,Krakatau Steel (Persero) Tbk.,15775000000,4622075000000
138,RALS,Ramayana Lestari Sentosa Tbk.,7096000000,4576920000000
139,MMLP,Mega Manunggal Property Tbk.,5714285000,4571428000000
140,CTRS,Ciputra Surya Tbk.,2004563747,4490222793280
141,IMPC,Impack Pratama Industri Tbk.,483350000,4470987500000
142,BFIN,BFI Finance Indonesia Tbk.,1565959562,4384686773600
143,BWPT,Eagle High Plantations Tbk.,31525291000,4350490158000
144,TFCO,Tifico Fiber Indonesia Tbk.,4823076400,4340768760000
145,CTBN,Citra Tubindo Tbk.,800371500,4181941087500
146,DLTA,Delta Djakarta Tbk.,800659050,4163427060000
147,DPUM,Dua Putra Utama Makmur Tbk.,4175000000,4133250000000
148,VIVA,Visi Media Asia Tbk.,16464270400,4116067600000
149,BISI,BISI International Tbk.,3000000000,4050000000000
150,INPP,Indonesian Paradise Property Tbk.,11181971732,4003145880056
151,STTP,Siantar Top Tbk.,1310000000,3949650000000
152,AISA,Tiga Pilar Sejahtera Food Tbk.,3218600000,3894506000000
153,TINS,Timah (Persero) Tbk.,7447753454,3761115494270
154,BSWD,Bank Of India Indonesia Tbk.,1031184000,3707106480000
155,RMBA,Bentoel Internasional Investama Tbk.,7240005000,3692402550000
156,ARNA,Arwana Citramulia Tbk.,7341430976,3670715488000
157,PBRX,Pan Brothers Tbk.,6478295611,3627845542160
158,LCGP,Eureka Prima Jakarta Tbk.,5630000914,3490600566680
159,ADMF,Adira Dinamika Multi Finance Tbk.,1000000000,3470000000000
160,MAIN,Malindo Feedmill Tbk.,2238750000,3414093750000
161,SSIA,Surya Semesta Internusa Tbk.,4705249440,3364253349600
162,SOCI,Soechi Lines Tbk.,7059000000,3353025000000
163,TURI,Tunas Ridean Tbk.,5580000000,3348000000000
164,TCID,Mandom Indonesia Tbk.,201066667,3317600005500
165,KBLV,First Media Tbk.,1742167907,3266564825625
166,PJAA,Pembangunan Jaya Ancol Tbk.,1599999996,3239999991900
167,MASA,Multistrada Arah Sarana Tbk.,9182946945,3223214377695
168,SGRO,Sampoerna Agro Tbk.,1890000000,3213000000000
169,HDTX,Panasia Indo Resources Tbk.,3601462800,3187294578000
170,BALI,Bali Towerindo Sentra Tbk.,3573766300,3180652007000
171,CITA,Cita Mineral Investindo Tbk.,3370734900,3168490806000
172,SAME,Sarana Meditama Metropolitan Tbk.,1180000000,3127000000000
173,MERK,Merck Tbk.,448000000,3035200000000
174,PALM,Provident Agro Tbk.,7119540356,3025804651300
175,SMRU,SMR Utama Tbk.,12499385782,2974853816116
176,SRAJ,Sejahteraraya Anugrahjaya Tbk.,8030483593,2971278929410
177,PANS,Panin Sekuritas Tbk.,720000000,2952000000000
178,COWL,Cowell Development Tbk.,4871214021,2922728412600
179,BSSR,Baramulti Suksessarana Tbk.,2616500000,2904315000000
180,SMBR,Semen Baturaja (Persero) Tbk.,9837678500,2862764443500
181,BRAU,Berau Coal Energy Tbk.,34900000000,2861800000000
182,AMFG,Asahimas Flat Glass Tbk.,434000000,2842700000000
183,BEST,Bekasi Fajar Industrial Estate Tbk.,9647311150,2836309478100
184,BOLT,Garuda Metalindo Tbk.,2343750000,2800781250000
185,TBLA,Tunas Baru Lampung Tbk.,5342098939,2724470458890
186,IDPR,Indonesia Pondasi Raya Tbk.,2003000000,2684020000000
187,MEDC,Medco Energi International Tbk,3332451450,2649298902750
188,MLPL,Multipolar Tbk.,10064747323,2586640062011
189,FASW,Fajar Surya Wisesa Tbk.,2477888787,2577004338480
190,IBST,Inti Bangun Sejahtera Tbk.,1350904927,2566719361300
191,CTRP,Ciputra Property Tbk.,6256250888,2565062864080
192,TGKA,Tigaraksa Satria Tbk.,918492750,2525855062500
193,BKSW,Bank QNB Indonesia Tbk.,8669574538,2514176616020
194,PPRO,PP Properti Tbk.,14044406000,2499904268000
195,ENRG,Energi Mega Persada Tbk.,49106783762,2455339188100
196,PNBS,Bank Panin Syariah Tbk.,9765717000,2441429250000
197,ASGR,Astra Graphia Tbk.,1348780500,2427804900000
198,NIRO,Nirvana Development Tbk.,22198871804,2419677026636
199,TMPI,Sigmagold Inti Perkasa Tbk.,5502083747,2409912681186
200,MREI,Maskapai Reasuransi Indonesia Tbk.,388343761,2407731318200
201,CASS,Cardig Aero Services Tbk.,2086950000,2358253500000
202,FAST,Fast Food Indonesia Tbk.,1995138579,2294409365850
203,BLTA,Berlian Laju Tanker Tbk,11550831470,2263962968120
204,MIDI,Midi Utama Indonesia Tbk.,2882353000,2248235340000
205,DKFT,Central Omega Resources Tbk.,5638246600,2238383900200
206,TMAS,Pelayaran Tempuran Emas Tbk.,1141030000,2225008500000
207,PNIN,Paninvest Tbk.,4068323920,2217236536400
208,MPMX,Mitra Pinasthika Mustika Tbk.,4462963276,2182389041964
209,FMII,Fortune Mate Indonesia Tbk,2721000000,2176800000000
210,ELTY,Bakrieland Development Tbk.,43521913019,2176095650950
211,JSPT,Jakarta Setiabudi Internasional Tbk.,2318736000,2168018160000
212,MLPT,Multipolar Technology Tbk.,1875000000,2128125000000
213,KRAH,Grand Kartech Tbk.,971190000,2126906100000
214,IMJS,Indomobil Multi Jasa Tbk.,4325000000,2119250000000
215,BRAM,Indo Kordsa Tbk.,450000000,2106000000000
216,PADI,Minna Padi Investama Tbk.,2826811631,2105974665095
217,TOTL,Total Bangun Persada Tbk.,3410000000,2097150000000
218,BBLD,Buana Finance Tbk.,1645796054,2057245067500
219,CPRO,Central Proteina Prima Tbk.,40470734746,2023536737300
220,BKSL,Sentul City Tbk.,34536595510,2003122539580
221,SIAP,Sekawan Intipratama Tbk,24000000000,1992000000000
222,BTEK,Bumi Teknokultura Unggul Tbk,1102977500,1985359500000
223,MCOR,Bank Windu Kentjana International Tbk.,6472559291,1941767787300
224,APIC,Pacific Strategic Financial Tbk.,2940498750,1940729175000
225,NOBU,Bank Nationalnobu Tbk.,4268216700,1929233948400
226,AMAG,Asuransi Multi Artha Guna Tbk.,5001552516,1900589956080
227,MSKY,MNC Sky Vision Tbk.,1412776000,1886055960000
228,PTSP,Pioneerindo Gourmet International Tbk.,220808000,1876868000000
229,PLAS,Polaris Investama Tbk,1184200000,1859194000000
230,BUKK,Bukaka Teknik Utama Tbk.,2640452000,1848316400000
231,GJTL,Gajah Tunggal Tbk.,3484800000,1846944000000
232,BUVA,Bukit Uluwatu Villa Tbk.,3096031500,1842138742500
233,BUMI,Bumi Resources Tbk.,36627020427,1831351021350
234,BIPI,Benakat Integra Tbk.,36508170014,1825408500700
235,HRUM,Harum Energy Tbk.,2703620000,1824943500000
236,TKGA,Permata Prima Sakti Tbk.,1012000000,1821600000000
237,ESSA,Surya Esa Perkasa Tbk.,1100000000,1815000000000
238,ELSA,Elnusa Tbk.,7298500000,1802729500000
239,SOBI,Sorini Agro Asia Corporindo Tbk.,925211250,1757901375000
240,ASMI,Asuransi Mitra Maparya Tbk.,1442815500,1738592677500
241,BPII,Batavia Prosperindo Internasional Tbk.,514010900,1721936515000
242,MTLA,Metropolitan Land Tbk.,7655126330,1645852160950
243,RDTX,Roda Vivatex Tbk,268800000,1612800000000
244,MTFN,Capitalinc Investment Tbk.,31842082852,1592104142600
245,ERAA,Erajaya Swasembada Tbk.,2900000000,1580500000000
246,NRCA,Nusa Raya Cipta Tbk.,2496257846,1560161153750
247,BTEL,Bakrie Telecom Tbk.,30584590655,1529229532750
248,BMAS,Bank Maspion Indonesia Tbk.,3812490000,1524996000000
249,BLTZ,Graha Layar Prima Tbk.,337657532,1519458894000
250,ACST,Acset Indonusa Tbk.,500000000,1510000000000
251,MTDL,Metrodata Electronics Tbk.,2310169758,1501610342700
252,DVLA,Darya-Varia Laboratoria Tbk.,1120000000,1456000000000
253,BCIC,Bank JTrust Indonesia Tbk.,28066675536,1403333776800
254,MBAP,Mitrabara Adiperdana Tbk.,1227271952,1368408226480
255,JIHD,Jakarta International Hotels &,2329040482,1362488681970
256,TOBA,Toba Bara Sejahtra Tbk.,2012491000,1358431425000
257,ISSP,Steel Pipe Industry of Indonesia Tbk.,7185992035,1350966502580
258,KIAS,Keramika Indonesia Assosiasi Tbk.,14929100000,1343619000000
259,SONA,Sona Topas Tourism Industry Tbk.,331200000,1341360000000
260,ATIC,Anabatic Technologies Tbk.,1875000000,1340625000000
261,ARTI,Ratu Prabu Energi Tbk,7840000000,1332800000000
262,BABP,Bank MNC Internasional Tbk.,18938267441,1325678720870
263,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,2671404522,1322345238390
264,DART,Duta Anggada Realty Tbk.,3141390962,1319384204040
265,BACA,Bank Capital Indonesia Tbk.,6340488411,1299800124255
266,CENT,Centratama Telekomunikasi Indonesia,10394488300,1299311037500
267,BRMS,Bumi Resources Minerals Tbk.,25570150644,1278507532200
268,BBNP,Bank Nusantara Parahyangan Tbk.,670065543,1246321909980
269,BCIP,Bumi Citra Permai Tbk.,1429915525,1215428196250
270,PSKT,Red Planet Indonesia Tbk.,1353092800,1211018056000
271,ARII,Atlas Resources Tbk.,3000000000,1200000000000
272,BATA,Sepatu Bata Tbk.,1300000000,1170000000000
273,INVS,Inovisi Infracom Tbk.,9990273135,1168861956795
274,MYOH,Samindo Resources Tbk.,2206312500,1158314062500
275,MFIN,Mandala Multifinance Tbk.,1325000000,1152750000000
276,CSAP,Catur Sentosa Adiprana Tbk.,2895037800,1152225044400
277,ECII,Electronic City Indonesia Tbk.,1334333000,1134183050000
278,BIKA,Binakarya Jaya Abadi Tbk.,592280000,1128293400000
279,META,Nusantara Infrastructure Tbk.,15235671880,1127439719120
280,ATPK,Bara Jaya Internasional Tbk.,5760245414,1117487610316
281,GDYR,Goodyear Indonesia Tbk.,410000000,1117250000000
282,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,11364918541,1102397098477
283,CFIN,Clipan Finance Indonesia Tbk.,3984520457,1095743125675
284,DEWA,Darma Henwa Tbk,21853733792,1092686689600
285,HEXA,Hexindo Adiperkasa Tbk.,840000000,1037400000000
286,BBYB,Bank Yudha Bhakti Tbk.,2490008400,961143242400
287,GWSA,Greenwood Sejahtera Tbk.,7800760000,959493480000
288,BRPT,Barito Pacific Tbk.,6979892784,907386061920
289,WIIM,Wismilak Inti Makmur Tbk.,2099873760,902945716800
290,SKBM,Sekar Bumi Tbk.,936530894,885021694830
291,BORN,Borneo Lumbung Energi & Metal Tbk.,17693000000,884650000000
292,TRST,Trias Sentosa Tbk.,2808000000,870480000000
293,GPRA,Perdana Gapuraprima Tbk.,4276655336,851054411864
294,JAWA,Jaya Agra Wattie Tbk.,3774685500,830430810000
295,INPC,Bank Artha Graha Internasional Tbk.,12957391497,829273055808
296,SMDR,Samudera Indonesia Tbk.,163756000,826967800000
297,BPFI,Batavia Prosperindo Finance Tbk.,1360627100,816376260000
298,VOKS,Voksel Electric Tbk.,831120519,814498108620
299,SIPD,Sierad Produce Tbk.,939110900,798244265000
300,TRUB,Truba Alam Manunggal Engineering Tbk.,15799456267,789972813350
301,RAJA,Rukun Raharja Tbk.,1019270625,789934734375
302,LPGI,Lippo General Insurance Tbk.,150000000,787500000000
303,VICO,Victoria Investama Tbk.,7742000180,781942018180
304,LTLS,Lautan Luas Tbk.,1560000000,780000000000
305,FISH,FKS Multi Agro Tbk.,480000000,768000000000
306,SCCO,Supreme Cable Manufacturing & Commerce,205583400,765798165000
307,GMTD,Gowa Makassar Tourism Development Tbk.,101538000,761535000000
308,BVIC,Bank Victoria International Tbk.,7073811753,742750234065
309,RELI,Reliance Securities Tbk,1800000000,720000000000
310,ALTO,Tri Banyan Tirta Tbk.,2186528006,710621601950
311,GREN,Evergreen Invesco Tbk.,4694111791,704116768650
312,MDRN,Modern Internasional Tbk.,4574697999,686204699850
313,UNSP,Bakrie Sumatra Plantations Tbk.,13720471386,686023569300
314,MLIA,Mulia Industrindo Tbk,1323000000,681345000000
315,WINS,Wintermar Offshore Marine Tbk.,4038011640,674347943880
316,POOL,Pool Advista Indonesia Tbk.,224994004,672732071960
317,ICON,Island Concepts Indonesia Tbk.,1089750000,659298750000
318,BKDP,Bukit Darmo Property Tbk,7315022252,658352002680
319,GTBO,Garda Tujuh Buana Tbk,2500000000,650000000000
320,NIPS,Nipress Tbk.,1486666666,631833333050
321,TPMA,Trans Power Marine Tbk.,2633300000,626725400000
322,SHID,Hotel Sahid Jaya International Tbk.,1119326168,610032761560
323,IBFN,Intan Baruprana Finance Tbk.,3173720000,603006800000
324,BINA,Bank Ina Perdana Tbk.,2079000000,602910000000
325,ADES,Akasha Wira International Tbk.,589896800,598745252000
326,AKPI,Argha Karya Prima Industry Tbk.,680000000,595000000000
327,INTA,Intraco Penta Tbk.,2160029220,583207889400
328,INDY,Indika Energy Tbk.,5210192000,573121120000
329,GZCO,Gozco Plantations Tbk.,6000000000,570000000000
330,UNIC,Unggul Indah Cahaya Tbk.,383331363,567330417240
331,HOME,Hotel Mandarine Regency Tbk.,2266550488,564371071512
332,BEKS,Bank Pundi Indonesia Tbk.,10647565981,564320996993
333,SDMU,Sidomulyo Selaras Tbk.,1125875000,562937500000
334,GSMF,Equity Development Investment Tbk.,5226336198,559217973186
335,BRNA,Berlina Tbk.,759000000,554070000000
336,GAMA,Gading Development Tbk.,10011027656,550606521080
337,LION,Lion Metal Works Tbk.,520160000,546168000000
338,GLOB,Global Teleshop Tbk.,1111112000,542222656000
339,SQMI,Renuka Coalindo Tbk.,301200000,542160000000
340,TALF,Tunas Alfin Tbk.,1353435000,541374000000
341,PANR,Panorama Sentrawisata Tbk.,1200000000,540000000000
342,SMMT,Golden Eagle Energy Tbk.,3150000000,538650000000
343,YPAS,Yanaprima Hastapersada Tbk,668000089,534400071200
344,RANC,Supra Boga Lestari Tbk.,1564487500,531925750000
345,OMRE,Indonesia Prima Property Tbk,1745000000,523500000000
346,INAF,Indofarma Tbk.,3099267500,520676940000
347,FPNI,Lotte Chemical Titan Tbk.,5566414000,512110088000
348,MKNT,Mitra Komunikasi Nusantara Tbk.,1000000000,510000000000
349,APOL,Arpeni Pratama Ocean Line Tbk.,8670479000,502887782000
350,INDR,Indo-Rama Synthetics Tbk.,654351707,497307297320
351,KOPI,Mitra Energi Persada Tbk.,697266668,495059334280
352,ASRM,Asuransi Ramayana Tbk.,214559422,493486670600
353,TRAM,Trada Maritime Tbk.,9731641746,486582087300
354,GDST,Gunawan Dianjaya Steel Tbk.,8200000000,483800000000
355,EMDE,Megapolitan Developments Tbk.,3350000000,482400000000
356,KBLI,KMI Wire & Cable Tbk.,4007235107,476860977733
357,ITMA,Sumber Energi Andalan Tbk.,34000000,472600000000
358,HOTL,Saraswati Griya Lestari Tbk.,3550000250,472150033250
359,DGIK,Nusa Konstruksi Enjiniring Tbk.,5541165000,470999025000
360,IATA,Indonesia Transport & Infrastructure,9326826088,466341304400
361,PTIS,Indo Straits Tbk.,550165300,464889678500
362,IPOL,Indopoly Swakarsa Industry Tbk.,6443379509,463923324648
363,MBSS,Mitrabahtera Segara Sejati Tbk.,1750026639,463757059335
364,SMDM,Suryamas Dutamakmur Tbk.,4772138237,453353132515
365,MAGP,Multi Agro Gemilang Plantation Tbk.,9000000000,450000000000
366,CNKO,Exploitasi Energi Indonesia Tbk.,8956361206,447818060300
367,DOID,Delta Dunia Makmur Tbk.,8276878732,446951451528
368,INRU,Toba Pulp Lestari Tbk.,1388883283,444442650560
369,BAYU,Bayu Buana Tbk,353220780,441525975000
370,AGRS,Bank Agris Tbk.,5190383698,441182614330
371,BNBA,Bank Bumi Arta Tbk.,2286900000,434511000000
372,KBRI,Kertas Basuki Rachmat Indonesia Tbk.,8687995734,434399786700
373,BBHI,Bank Harda Internasional Tbk.,3613500000,433620000000
374,HDFA,Radana Bhaskara Finance Tbk.,2329668917,423999742894
375,KKGI,Resource Alam Indonesia Tbk.,1000000000,420000000000
376,BIPP,Bhuwanatala Indah Permai Tbk.,4669648436,410929062368
377,ALDO,Alkindo Naratama Tbk.,550000000,404250000000
378,CEKA,Wilmar Cahaya Indonesia Tbk.,595000000,401625000000
379,DAJK,Dwi Aneka Jaya Kemasindo Tbk.,2500000000,400000000000
380,JTPE,Jasuindo Tiga Perkasa Tbk.,1713012500,397418900000
381,ESTI,Ever Shine Tex Tbk.,2015208720,362737569600
382,TRIM,Trimegah Securities Tbk.,7109300000,362574300000
383,LEAD,Logindo Samudramakmur Tbk.,2577028572,350475885792
384,ADMG,Polychem Indonesia Tbk,3889179559,346136980751
385,NAGA,Bank Mitraniaga Tbk.,1612710000,341894520000
386,ASSA,Adi Sarana Armada Tbk.,3397500000,339750000000
387,CINT,Chitose Internasional Tbk.,1000000000,338000000000
388,KOBX,Kobexindo Tractors Tbk.,2272500000,334057500000
389,SQBI,Taisho Pharmaceutical Indonesia Tbk.,972,328536000000
390,PNSE,Pudjiadi & Sons Tbk.,797813496,326305719864
391,FORU,Fortune Indonesia Tbk,465224000,325656800000
392,NELY,Pelayaran Nelly Dwi Putri Tbk.,2350000000,324300000000
393,LAMI,Lamicitra Nusantara Tbk.,1148418000,321557040000
394,IKBI,Sumi Indo Kabel Tbk.,306000000,318240000000
395,TRIS,Trisula International Tbk.,1045446325,313633897500
396,ARGO,Argo Pantes Tbk,335557450,302001705000
397,SRSN,Indo Acidatama Tbk,6020000000,301000000000
398,PTRO,Petrosea Tbk.,1008605000,292495450000
399,BMSR,Bintang Mitra Semestaraya Tbk,1159200024,289800006000
400,KOIN,Kokoh Inti Arebama Tbk,980843732,284444682280
401,BUDI,Budi Starch & Sweetener Tbk.,4498997362,283436833806
402,EKAD,Ekadharma International Tbk.,698775000,279510000000
403,WOMF,Wahana Ottomitra Multiartha Tbk.,3481481480,278518518400
404,DYAN,Dyandra Media International Tbk.,4272964279,277742678135
405,BBRM,Pelayaran Nasional Bina Buana Raya,5367076248,273720888648
406,GOLL,Golden Plantation Tbk.,3665000000,271210000000
407,MAMI,Mas Murni Indonesia Tbk,3307239903,261271952337
408,SKLT,Sekar Laut Tbk.,690740500,255573985000
409,CKRA,Cakra Mineral Tbk.,5106021090,255301054500
410,DNAR,Bank Dinar Indonesia Tbk.,2227500000,251707500000
411,SKYB,Skybee Tbk.,585000000,245700000000
412,STAR,Star Petrochem Tbk.,4800000602,240000030100
413,APII,Arita Prima Indonesia Tbk.,1075760000,238818720000
414,INDS,Indospring Tbk.,656249710,229687398500
415,LPPS,Lippo Securities Tbk.,2588250000,227766000000
