No,Kode,Nama,Saham Beredar,Market Cap
44,ARTO,Bank Artos Indonesia Tbk.,1194187500,200624000000
45,ASBI,Asuransi Bintang Tbk.,348386472,99638530992
46,ASDM,Asuransi Dayin Mitra Tbk.,192000000,194880000000
47,ASGR,Astra Graphia Tbk.,1348780500,1766900000000
48,ASII,Astra International Tbk.,40483553140,336013000000000
49,ASJT,Asuransi Jasa Tania Tbk.,600000000,360000000000
50,ASMI,Asuransi Kresna Mitra Tbk.,8958380460,7972960000000
51,ASRI,Alam Sutera Realty Tbk.,19649411888,6995190000000
52,ASRM,Asuransi Ramayana Tbk.,214559422,489195000000
53,ASSA,Adi Sarana Armada Tbk.,3397500000,686295000000
54,ATIC,Anabatic Technologies Tbk.,1875010000,1668760000000
55,ATPK,Bara Jaya Internasional Tbk.,5760245414,1117490000000
56,AUTO,Astra Otoparts Tbk.,4819733000,9928650000000
57,BABP,Bank MNC Internasional Tbk.,21055658614,1073840000000
58,BACA,Bank Capital Indonesia Tbk.,6969130219,1505330000000
59,BAJA,Saranacentral Bajatama Tbk.,1800000000,288000000000
60,BALI,Bali Towerindo Sentra Tbk.,3634456700,5560720000000
61,BAPA,Bekasi Asri Pemula Tbk.,661784520,58237037760
62,BATA,Sepatu Bata Tbk.,1300000000,741000000000
63,BAYU,Bayu Buana Tbk,353220780,494509000000
64,BBCA,Bank Central Asia Tbk.,24408459120,534545000000000
65,BBHI,Bank Harda Internasional Tbk.,3974850000,449158000000
66,BBKP,Bank Bukopin Tbk.,8995754228,5307490000000
67,BBLD,Buana Finance Tbk.,1645796054,864043000000
68,BBMD,Bank Mestika Dharma Tbk.,4049189100,5567640000000
69,BBNI,Bank Negara Indonesia (Persero) Tbk.,18462169893,182775000000000
70,BBNP,Bank Nusantara Parahyangan Tbk.,670065543,971595000000
71,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,122112000000,444489000000000
72,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,5367076248,268354000000
73,BBTN,Bank Tabungan Negara (Persero) Tbk.,10484100000,37428200000000
74,BBYB,Bank Yudha Bhakti Tbk.,4652339203,1860940000000
75,BCAP,MNC Kapital Indonesia Tbk.,5472838318,8537630000000
76,BCIC,Bank JTrust Indonesia Tbk.,28066675536,1403330000000
77,BCIP,Bumi Citra Permai Tbk.,1429915525,178739000000
78,BDMN,Bank Danamon Indonesia Tbk.,9488796931,65947100000000
79,BEKS,Bank Pembangunan Daerah Banten Tbk.,63468336053,3173420000000
80,BELL,Trisula Textile Industries Tbk.,1450000000,304500000000
81,BEST,Bekasi Fajar Industrial Estate Tbk.,9647311150,2411830000000
82,BFIN,BFI Finance  Indonesia Tbk.,15967115620,10857600000000
83,BGTG,Bank Ganesha Tbk.,11063309400,918255000000
84,BHIT,MNC Investama Tbk.,48057050367,4325130000000
85,BIKA,Binakarya Jaya Abadi Tbk.,592280000,183607000000
86,BIMA,Primarindo Asia Infrastructure Tbk.,608175716,41964124404
87,BINA,Bank Ina Perdana Tbk.,5597831250,5569840000000
88,BIPI,Benakat Integra Tbk.,40158987014,2851290000000
89,BIPP,Bhuwanatala Indah Permai Tbk.,5028669338,367093000000
90,BIRD,Blue Bird Tbk.,2502100000,8657270000000
91,BISI,BISI International Tbk.,3000000000,5385000000000
92,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk.,9599328254,23038400000000
93,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,14824845468,10525600000000
94,BKDP,Bukit Darmo Property Tbk,7315022252,548627000000
95,BKSL,Sentul City Tbk.,55258654316,7183630000000
96,BKSW,Bank QNB Indonesia Tbk.,16822936597,4037500000000
97,BLTA,Berlian Laju Tanker Tbk,23483317538,4602730000000
98,BLTZ,Graha Layar Prima Tbk.,436968571,4413380000000
99,BMAS,Bank Maspion Indonesia Tbk.,4399026922,1724420000000
100,BMRI,Bank Mandiri (Persero) Tbk.,46199999998,369600000000000
101,BMSR,Bintang Mitra Semestaraya Tbk,1159200024,162288000000
102,BMTR,Global Mediacom Tbk.,14198621422,8377190000000
103,BNBA,Bank Bumi Arta Tbk.,2286900000,612889000000
104,BNBR,Bakrie & Brothers Tbk,113536000000,5676780000000
105,BNGA,Bank CIMB Niaga Tbk.,24880290775,33588400000000
106,BNII,Bank Maybank Indonesia Tbk.,67068027368,17706000000000
107,BNLI,Bank Permata Tbk.,27762311813,17351400000000
108,BOGA,Bintang Oto Global Tbk.,3802865850,2357780000000
109,BOLT,Garuda Metalindo Tbk.,2343750000,2308590000000
110,BORN,Borneo Lumbung Energi & Metal Tbk.,17693000000,884650000000
111,BPFI,Batavia Prosperindo Finance Tbk.,1582589100,607714000000
112,BPII,Batavia Prosperindo Internasional Tbk.,514010900,3084070000000
113,BRAM,Indo Kordsa Tbk.,450000000,3318750000000
114,BRMS,Bumi Resources Minerals Tbk.,62322456902,4113280000000
115,BRNA,Berlina Tbk.,979110000,1214100000000
116,BRPT,Barito Pacific Tbk.,13959785568,31549100000000
117,BSDE,Bumi Serpong Damai Tbk.,19246696192,32719400000000
118,BSIM,Bank Sinarmas Tbk.,15183894786,13361800000000
119,BSSR,Baramulti Suksessarana Tbk.,2616500000,5494650000000
120,BSWD,Bank Of India Indonesia Tbk.,1031184000,1789100000000
121,BTEK,Bumi Teknokultura Unggul Tbk,46277496376,6478850000000
122,BTEL,Bakrie Telecom Tbk.,36773904635,1838700000000
123,BTON,Betonjaya Manunggal Tbk.,720000000,81360000000
124,BTPN,Bank Tabungan Pensiunan Nasional Tbk.,5781884384,14223400000000
125,BUDI,Budi Starch & Sweetener Tbk.,4498997362,422906000000
126,BUKK,Bukaka Teknik Utama Tbk.,2640452000,4092700000000
127,BULL,Buana Listya Tama Tbk.,4853940306,684406000000
128,BUMI,Bumi Resources Tbk.,65376556624,17651700000000
129,BUVA,Bukit Uluwatu Villa Tbk.,3405634600,1770930000000
130,BVIC,Bank Victoria International Tbk.,8592141624,2027750000000
131,BWPT,Eagle High Plantations Tbk.,31525291000,5769130000000
132,BYAN,Bayan Resources Tbk.,3333333500,35333300000000
133,CAMP,Campina Ice Cream Industry Tbk.,5885000000,6973730000000
134,CANI,Capitol Nusantara Indonesia Tbk.,833440000,223362000000
135,CARS,Industri dan Perdagangan Bintraco Dharma Tbk.,1500000000,2017500000000
136,CASA,Capital Financial Indonesia Tbk.,11568013500,4210760000000
137,CASS,Cardig Aero Services Tbk.,2086950000,1878260000000
138,CEKA,Wilmar Cahaya Indonesia Tbk.,595000000,767550000000
139,CENT,Centratama Telekomunikasi Indonesia Tbk.,31183464900,2494680000000
140,CFIN,Clipan Finance Indonesia Tbk.,3984520457,1115670000000
141,CINT,Chitose Internasional Tbk.,1000000000,334000000000
142,CITA,Cita Mineral Investindo Tbk.,3370734900,2393220000000
143,CKRA,Cakra Mineral Tbk.,5106021090,372740000000
144,CLEO,Sariguna Primatirta Tbk.,2200000000,1661000000000
145,CLPI,Colorpak Indonesia Tbk.,306338500,263451000000
146,CMNP,Citra Marga Nusaphala Persada Tbk.,3345831944,5152580000000
147,CMPP,Rimau Multi Putra Pratama Tbk.,280724441,67373865840
148,CNKO,Exploitasi Energi Indonesia Tbk.,8956361206,447818000000
149,CNTB,Saham Seri B ( Centex Tbk ),130000000,32500000000
150,CNTX,Century Textile Industry Tbk.,70000000,33600000000
151,COWL,Cowell Development Tbk.,4871214021,4286670000000
152,CPIN,Charoen Pokphand Indonesia Tbk,16398000000,49194000000000
153,CPRO,Central Proteina Prima Tbk.,40470734746,2023540000000
154,CSAP,Catur Sentosa Adiprana Tbk.,4053052920,1840090000000
155,CSIS,Cahayasakti Investindo Sukses Tbk.,1307000000,1960500000000
156,CTBN,Citra Tubindo Tbk.,800371500,3881800000000
157,CTRA,Ciputra Development Tbk.,18560303397,21994000000000
158,CTTH,Citatah Tbk.,1230839821,121853000000
159,DAJK,Dwi Aneka Jaya Kemasindo Tbk.,2500000000,125000000000
160,DART,Duta Anggada Realty Tbk.,3141390962,961266000000
161,DAYA,Duta Intidaya Tbk.,2229504176,421376000000
162,DEFI,Danasupra Erapacific Tbk,676000000,456300000000
163,DEWA,Darma Henwa Tbk,21853733792,1092690000000
164,DGIK,Nusa Konstruksi Enjiniring Tbk.,5541165000,321388000000
165,DILD,Intiland Development Tbk.,10365854185,3628050000000
166,DKFT,Central Omega Resources Tbk.,5638246600,2221470000000
167,DLTA,Delta Djakarta Tbk.,800659050,3675030000000
168,DMAS,Puradelta Lestari Tbk.,48198111100,8241880000000
169,DNAR,Bank Dinar Indonesia Tbk.,2227500000,623700000000
170,DNET,Indoritel Makmur Internasional Tbk.,14184000000,31914000000000
171,DOID,Delta Dunia Makmur Tbk.,8553342132,6115640000000
172,DPNS,Duta Pertiwi Nusantara Tbk.,331129952,115895000000
173,DPUM,Dua Putra Utama Makmur Tbk.,4175000000,1160650000000
174,DSFI,Dharma Samudera Fishing Industries Tbk.,1857135500,196856000000
175,DSNG,Dharma Satya Nusantara Tbk.,10599842400,4621530000000
176,DSSA,Dian Swastatika Sentosa Tbk,770552320,10710700000000
177,DUTI,Duta Pertiwi Tbk,1850000000,9990000000000
178,DVLA,Darya-Varia Laboratoria Tbk.,1120000000,2195200000000
179,DWGL,Dwi Guna Laksana Tbk.,8637564724,5225730000000
180,DYAN,Dyandra Media International Tbk.,4272964279,239286000000
181,ECII,Electronic City Indonesia Tbk.,1334333000,807271000000
182,EKAD,Ekadharma International Tbk.,698775000,485649000000
183,ELSA,Elnusa Tbk.,7298500000,2715040000000
184,ELTY,Bakrieland Development Tbk.,43521913019,2176100000000
185,EMDE,Megapolitan Developments Tbk.,3350000000,871000000000
186,EMTK,Elang Mahkota Teknologi Tbk.,5640032442,53580300000000
187,ENRG,Energi Mega Persada Tbk.,6138347972,546313000000
188,EPMT,Enseval Putera Megatrading Tbk.,2708640000,8098830000000
189,ERAA,Erajaya Swasembada Tbk.,2900000000,2131500000000
190,ERTX,Eratex Djaja Tbk.,1286539792,151812000000
191,ESSA,Surya Esa Perkasa Tbk.,11000000000,2420000000000
192,ESTI,Ever Shine Tex Tbk.,2015208720,155171000000
193,ETWA,Eterindo Wahanatama Tbk,968297000,61002711000
194,EXCL,XL Axiata Tbk.,10687960423,31636400000000
195,FAST,Fast Food Indonesia Tbk.,1995138579,2873000000000
196,FASW,Fajar Surya Wisesa Tbk.,2477888787,13380600000000
197,FINN,First Indo American Leasing Tbk.,1860225000,199044000000
198,FIRE,Alfa Energi Investama Tbk.,1302629048,1940920000000
199,FISH,FKS Multi Agro Tbk.,480000000,1152000000000
200,FMII,Fortune Mate Indonesia Tbk,2721000000,1401320000000
201,FORU,Fortune Indonesia Tbk,465224000,58153000000
202,FORZ,Forza Land Indonesia Tbk.,1567062780,1206640000000
203,FPNI,Lotte Chemical Titan Tbk.,5566414000,1046490000000
204,FREN,Smartfren Telecom Tbk.,103706000000,5185290000000
205,GAMA,Gading Development Tbk.,10011027656,690761000000
206,GDST,Gunawan Dianjaya Steel Tbk.,8200000000,672400000000
207,GDYR,Goodyear Indonesia Tbk.,410000000,697000000000
208,GEMA,Gema Grahasarana Tbk.,320000000,310400000000
209,GEMS,Golden Energy Mines Tbk.,5882353000,16176500000000
210,GGRM,Gudang Garam Tbk.,1924088000,161239000000000
211,GIAA,Garuda Indonesia (Persero) Tbk.,25886576254,7765970000000
212,GJTL,Gajah Tunggal Tbk.,3484800000,2369660000000
213,GLOB,Global Teleshop Tbk.,1111112000,506667000000
214,GMCW,Grahamas Citrawisata Tbk.,58839958,50602363880
215,GMFI,Garuda Maintenance Facility Aero Asia Tbk.,28233511500,8978260000000
216,GMTD,Gowa Makassar Tourism Development Tbk.,101538000,1033150000000
217,GOLD,Visi Telekomunikasi Infrastruktur Tbk.,314600000,176176000000
218,GOLL,Golden Plantation Tbk.,3665000159,355505000000
219,GPRA,Perdana Gapuraprima Tbk.,4276655336,440495000000
220,GREN,Evergreen Invesco Tbk.,4694111791,1539670000000
221,GSMF,Equity Development Investment Tbk.,7454723337,879657000000
222,GTBO,Garda Tujuh Buana Tbk,2500000000,422500000000
223,GWSA,Greenwood Sejahtera Tbk.,7800760000,1170110000000
224,GZCO,Gozco Plantations Tbk.,6000000000,372000000000
225,HADE,HD Capital Tbk,2120000000,106000000000
226,HDFA,Radana Bhaskara Finance Tbk.,2329668917,517186000000
227,HDTX,Panasia Indo Resources Tbk.,3601462800,1786330000000
228,HERO,Hero Supermarket Tbk.,4183634000,3869860000000
229,HEXA,Hexindo Adiperkasa Tbk.,840000000,2511600000000
230,HITS,Humpuss Intermoda Transportasi Tbk.,7101084801,5183790000000
231,HMSP,H.M. Sampoerna Tbk.,116318000000,550185000000000
232,HOKI,Buyung Poetra Sembada Tbk.,2350000000,808400000000
233,HOME,Hotel Mandarine Regency Tbk.,2266550488,219855000000
234,HOTL,Saraswati Griya Lestari Tbk.,3550001452,337250000000
235,HRTA,Hartadinata Abadi Tbk.,4605262400,1372370000000
236,HRUM,Harum Energy Tbk.,2703620000,5542420000000
237,IATA,Indonesia Transport & Infrastructure Tbk.,9979518088,498976000000
238,IBFN,Intan Baruprana Finance Tbk.,3173720000,590312000000
239,IBST,Inti Bangun Sejahtera Tbk.,1350904927,10942300000000
240,ICBP,Indofood CBP Sukses Makmur Tbk.,11661908000,103791000000000
241,ICON,Island Concepts Indonesia Tbk.,1089750000,151475000000
242,IDPR,Indonesia Pondasi Raya Tbk.,2003000000,2103150000000
243,IGAR,Champion Pacific Indonesia Tbk.,972204500,367493000000
244,IIKP,Inti Agri Resources Tbk,33600000000,11088000000000
245,IKAI,Intikeramik Alamasri Industri Tbk.,791383786,57771016378
246,IKBI,Sumi Indo Kabel Tbk.,1224000000,384336000000
247,IMAS,Indomobil Sukses Internasional Tbk.,2765278412,2322830000000
248,IMJS,Indomobil Multi Jasa Tbk.,4945003390,1315370000000
249,IMPC,Impack Pratama Industri Tbk.,4833500000,5268520000000
250,INAF,Indofarma Tbk.,3099267500,18285700000000
251,INAI,Indal Aluminium Industry Tbk.,633600000,239501000000
252,INCF,Indo Komoditi Korpora Tbk.,1438370465,276167000000
253,INCI,Intanwijaya Internasional Tbk,181035556,73862506848
254,INCO,Vale Indonesia Tbk.,9936338720,28716000000000
255,INDF,Indofood Sukses Makmur Tbk.,8780426500,66950800000000
256,INDR,Indo-Rama Synthetics Tbk.,654351707,817940000000
257,INDS,Indospring Tbk.,656249710,826875000000
258,INDX,Tanah Laut Tbk,437913588,39850136508
259,INDY,Indika Energy Tbk.,5210192000,15943200000000
260,INKP,Indah Kiat Pulp & Paper Tbk.,5470982941,29543300000000
261,INPC,Bank Artha Graha Internasional Tbk.,15638233019,1251060000000
262,INPP,Indonesian Paradise Property Tbk.,11181971732,7268280000000
263,INRU,Toba Pulp Lestari Tbk.,1388883283,397221000000
264,INTA,Intraco Penta Tbk.,3327759566,1424280000000
265,INTD,Inter Delta Tbk,591828000,266323000000
266,INTP,Indocement Tunggal Prakarsa Tbk.,3681231699,80803000000000
267,IPCM,Jasa Armada Indonesia Tbk.,5284811100,2293610000000
268,IPOL,Indopoly Swakarsa Industry Tbk.,6443379509,818309000000
269,ISAT,Indosat Tbk.,5433933500,26082900000000
270,ISSP,Steel Pipe Industry of Indonesia Tbk.,7185992035,826389000000
271,ITMA,Sumber Energi Andalan Tbk.,680000000,537200000000
272,ITMG,Indo Tambangraya Megah Tbk.,1129925000,23389400000000
273,ITTG,Leo Investments Tbk.,1379000000,113078000000
274,JAWA,Jaya Agra Wattie Tbk.,3774685500,762486000000
275,JECC,Jembo Cable Company Tbk.,151200000,710640000000
276,JGLE,Graha Andrasentra Propertindo Tbk.,22581909405,3003390000000
277,JIHD,Jakarta International Hotels & Development Tbk.,2329040482,1071360000000
278,JKON,Jaya Konstruksi Manggala Pratama Tbk.,16308519860,8806600000000
279,JKSW,Jakarta Kyoei Steel Works Tbk.,150000000,14550000000
280,JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk.,1000000000,820000000000
281,JPFA,Japfa Comfeed Indonesia Tbk.,11410522910,14833700000000
282,JPRS,Jaya Pari Steel Tbk,750000000,96750000000
283,JRPT,Jaya Real Property Tbk.,13750000000,12375000000000
284,JSMR,Jasa Marga (Persero) Tbk.,7257871200,46450400000000
285,JSPT,Jakarta Setiabudi Internasional Tbk.,2318736000,5796840000000
286,JTPE,Jasuindo Tiga Perkasa Tbk.,1713012500,469365000000
287,KAEF,Kimia Farma Tbk.,5554000000,14995800000000
288,KARW,ICTSI Jasa Prima Tbk.,587152700,53430895700
289,KBLI,KMI Wire & Cable Tbk.,4007235107,1707080000000
290,KBLM,Kabelindo Murni Tbk.,1120000000,315840000000
291,KBLV,First Media Tbk.,1742167907,745648000000
292,KBRI,Kertas Basuki Rachmat Indonesia Tbk.,8687995734,434400000000
293,KDSI,Kedawung Setia Industrial Tbk.,405000000,222750000000
294,KIAS,Keramika Indonesia Assosiasi Tbk.,14929100000,1492910000000
295,KICI,Kedaung Indah Can Tbk,276000000,47196000000
296,KIJA,Kawasan Industri Jababeka Tbk.,20824888369,5955920000000
297,KINO,Kino Indonesia Tbk.,1428571500,3028570000000
298,KIOS,Kioson Komersial Indonesia Tbk.,650000000,1917500000000
299,KKGI,Resource Alam Indonesia Tbk.,5000000000,1620000000000
300,KLBF,Kalbe Farma Tbk.,46875122110,79219000000000
301,KMTR,Kirana Megatara Tbk.,7682950000,3549520000000
302,KOBX,Kobexindo Tractors Tbk.,2272500000,256793000000
303,KOIN,Kokoh Inti Arebama Tbk,980843732,292291000000
304,KONI,Perdana Bangun Pusaka Tbk,152000000,51376000000
305,KOPI,Mitra Energi Persada Tbk.,697266668,515977000000
306,KPIG,MNC Land Tbk.,7407912279,9445090000000
307,KRAH,Grand Kartech Tbk.,971190000,2670770000000
308,KRAS,Krakatau Steel (Persero) Tbk.,19346396900,8202870000000
309,KREN,Kresna Graha Investama Tbk.,18208470100,9650490000000
310,LAPD,Leyand International Tbk.,3966350139,198318000000
311,LCGP,Eureka Prima Jakarta Tbk.,5630000914,450400000000
312,LEAD,Logindo Samudramakmur Tbk.,4049616328,319920000000
313,LINK,Link Net Tbk.,3042649384,16734600000000
314,LION,Lion Metal Works Tbk.,520160000,397922000000
315,LMAS,Limas Indonesia Makmur Tbk,787851525,48846794550
316,LMPI,Langgeng Makmur Industri Tbk.,1008517669,168422000000
317,LMSH,Lionmesh Prima Tbk.,96000000,61440000000
318,LPCK,Lippo Cikarang Tbk,696000000,2185440000000
319,LPGI,Lippo General Insurance Tbk.,150000000,730500000000
320,LPIN,Multi Prima Sejahtera Tbk,106250000,138656000000
321,LPKR,Lippo Karawaci Tbk.,23077689619,11261900000000
322,LPLI,Star Pacific Tbk,1170432803,152156000000
323,LPPF,Matahari Department Store Tbk.,2917918080,29179200000000
324,LPPS,Lippo Securities Tbk.,2588250000,220001000000
325,LRNA,Eka Sari Lorena Transport Tbk.,350000022,32900002068
326,LSIP,PP London Sumatra Indonesia Tbk.,6822863965,9688470000000
327,LTLS,Lautan Luas Tbk.,1560000000,780000000000
328,MABA,Marga Abhinaya Abadi Tbk.,15315091500,18378100000000
329,MAGP,Multi Agro Gemilang Plantation Tbk.,9000000004,450000000000
330,MAIN,Malindo Feedmill Tbk.,2238750000,1656680000000
331,MAMI,Mas Murni Indonesia Tbk,4187239903,385226000000
332,MAMIP,Mas Murni Tbk (Saham Preferen),6000000,3600000000
333,MAPB,MAP Boga Adiperkasa Tbk.,2170922900,4135610000000
334,MAPI,Mitra Adiperkasa Tbk.,1660000000,10292000000000
335,MARI,Mahaka Radio Integra Tbk.,525264400,682844000000
336,MARK,Mark Dynamics Indonesia Tbk.,760000062,1216000000000
337,MASA,Multistrada Arah Sarana Tbk.,9182946945,2571230000000
338,MAYA,Bank Mayapada Internasional Tbk.,5411269314,20833400000000
339,MBAP,Mitrabara Adiperdana Tbk.,1227271952,3559090000000
340,MBSS,Mitrabahtera Segara Sejati Tbk.,1750026639,1032520000000
341,MBTO,Martina Berto Tbk.,1070000000,144450000000
342,MCAS,M Cash Integrasi Tbk.,867933300,1718510000000
343,MCOR,Bank China Construction Bank Indonesia Tbk.,16465148150,3523540000000
344,MDIA,Intermedia Capital Tbk.,39215538400,6745070000000
345,MDKA,Merdeka Copper Gold Tbk.,3569587140,7638920000000
346,MDKI,Emdeki Utama Tbk.,1807250000,502416000000
347,MDLN,Modernland Realty Tbk.,12533067322,3684720000000
348,MDRN,Modern Internasional Tbk.,4574697999,228735000000
349,MEDC,Medco Energi Internasional Tbk.,16301385703,14508200000000
350,MEGA,Bank Mega Tbk.,6894138227,23026400000000
351,MERK,Merck Tbk.,448000000,3808000000000
352,META,Nusantara Infrastructure Tbk.,15235671880,3290910000000
353,MFIN,Mandala Multifinance Tbk.,1325000000,1934500000000
354,MFMI,Multifiling Mitra Indonesia Tbk.,757581000,606065000000
355,MGNA,Magna Investama Mandiri Tbk.,1003080977,77237235229
356,MICE,Multi Indocitra Tbk.,600000000,210000000000
357,MIDI,Midi Utama Indonesia Tbk.,2882353000,3026470000000
358,MIKA,Mitra Keluarga Karyasehat Tbk.,14550736000,26336800000000
359,MINA,Sanurhasta Mitra Tbk.,1312500000,2572500000000
360,MIRA,Mitra International Resources Tbk.,3961452039,198073000000
361,MITI,Mitra Investindo Tbk.,1411550800,70577540000
362,MKNT,Mitra Komunikasi Nusantara Tbk.,5000000000,1310000000000
363,MKPI,Metropolitan Kentjana Tbk.,948194000,34609100000000
364,MLBI,Multi Bintang Indonesia Tbk.,2107000000,28813200000000
365,MLIA,Mulia Industrindo Tbk,1323000000,780570000000
366,MLPL,Multipolar Tbk.,10064747323,1439260000000
367,MLPT,Multipolar Technology Tbk.,1875000000,1162500000000
368,MMLP,Mega Manunggal Property Tbk.,6889134608,3926810000000
369,MNCN,Media Nusantara Citra Tbk.,14276103500,18344800000000
370,MPMX,Mitra Pinasthika Mustika Tbk.,4462963276,4329070000000
371,MPOW,Megapower Makmur Tbk.,816997053,227125000000
372,MPPA,Matahari Putra Prima Tbk.,5377962800,2430840000000
373,MRAT,Mustika Ratu Tbk.,428000000,88168000000
374,MREI,Maskapai Reasuransi Indonesia Tbk.,517791681,2071170000000
375,MSKY,MNC Sky Vision Tbk.,1813064073,1414190000000
376,MTDL,Metrodata Electronics Tbk.,2455376917,1595990000000
377,MTFN,Capitalinc Investment Tbk.,31842082852,1592100000000
378,MTLA,Metropolitan Land Tbk.,7655126330,3046740000000
379,MTRA,Mitra Pemuda Tbk.,770000000,238700000000
380,MTSM,Metro Realty Tbk.,232848000,61471872000
381,MTWI,Malacca Trust Wuwungan Insurance Tbk.,1525819116,263967000000
382,MYOH,Samindo Resources Tbk.,2206312500,1544420000000
383,MYOR,Mayora Indah Tbk.,22358699725,45164600000000
384,MYRX,Hanson International Tbk.,80294004275,8832340000000
385,MYRXP,Saham Seri B Hanson International Tbk.,1120995000,56049750000
386,MYTX,Asia Pacific Investama Tbk.,1466666577,203867000000
387,NAGA,Bank Mitraniaga Tbk.,1612710000,419305000000
388,NASA,Ayana Land International Tbk.,11001000000,4620420000000
389,NELY,Pelayaran Nelly Dwi Putri Tbk.,2350000000,267900000000
390,NIKL,Pelat Timah Nusantara Tbk.,2523350000,12490600000000
391,NIPS,Nipress Tbk.,1635333332,817667000000
392,NIRO,Nirvana Development Tbk.,22198871804,1775910000000
393,NISP,Bank OCBC NISP Tbk.,11357888016,21296000000000
394,NOBU,Bank Nationalnobu Tbk.,4393533177,4217790000000
395,NRCA,Nusa Raya Cipta Tbk.,2496258344,948578000000
396,OASA,Protech Mitra Perkasa Tbk.,358600000,142723000000
397,OCAP,Onix Capital Tbk.,273200000,117476000000
398,OKAS,Ancora Indonesia Resources Tbk.,1765927777,685180000000
399,OMRE,Indonesia Prima Property Tbk,1745000000,1535600000000
400,PADI,Minna Padi Investama Sekuritas Tbk.,11307246524,10063400000000
401,PALM,Provident Agro Tbk.,7119540356,2335210000000
402,PANR,Panorama Sentrawisata Tbk.,1200000000,660000000000
403,PANS,Panin Sekuritas Tbk.,720000000,1447200000000
404,PBID,Panca Budi Idaman Tbk.,1875000000,1640630000000
405,PBRX,Pan Brothers Tbk.,6478295611,3465890000000
406,PBSA,Paramita Bangun Sarana Tbk.,1500000000,2625000000000
407,PCAR,Prima Cakrawala Abadi Tbk.,1166666700,296333000000
408,PDES,Destinasi Tirta Nusantara Tbk,715000000,950950000000
409,PEGE,Panca Global Securities Tbk.,708354264,212506000000
410,PGAS,Perusahaan Gas Negara (Persero) Tbk.,24241508196,42422600000000
411,PGLI,Pembangunan Graha Lestari Indah Tbk.,488000000,75640000000
412,PICO,Pelangi Indah Canindo Tbk,568375000,129590000000
413,PJAA,Pembangunan Jaya Ancol Tbk.,1599999996,2112000000000
