Kode,Saham Beredar
RICY,641717510
RDTX,268800000
SSTM,1170909181
TFCO,1753950000
UNTX,8068500
BIMA,86000000
BATA,13000000
SIMM,1000000000
KBLI,4007235107
JECC,151200000
KBLM,1120000000
SCCO,205583400
IKBI,306000000
VOKS,831120519
PTSN,1771448000
ARTI,1568000000
ADES,589896800
AQUA,13162473
CEKA,297500000
DAVO,12403711320
DLTA,16013181
INDF,8780426500
MYOR,766584000
MLBI,21070000
PSDN,1440000000
SKBM,1216274133
SKLT,690740500
STTP,1310000000
AISA,1672000000
ULTJ,2888382000
BATI,66000000
RMBA,6733125000
GGRM,1924088000
HMSP,4383000000
SQBB,9268000
SQBI,972000
DVLA,560000000
INAF,3099267500
KLBF,10156014422
KAEF,5554000000
MERK,22400000
PYFA,535080000
SCPI,3600000
TSPC,4500000000
TCID,201066667
MRAT,428000000
PROD,1500000
UNVR,7630000000
KICI,138000000
KDSI,405000000
LMPI,1008517669
ASRI,17128810000
ELTY,19916074473
BAPA,650000000
BIPP,1638218259
BMSR,1159200000
BKDP,6024494950
BSDE,10935622870
CTRA,6556748915
CTRP,6150000000
CTRS,1978864834
CKRA,5056800000
COWL,754375900
SCBD,3322092000
DART,2861390962
DUTI,1850000000
FMII,1600000000
KPIG,3525889500
GMTD,101538000
OMRE,1745000000
DILD,3109756083
JAKA,520000000
JRPT,2750000000
JIHD,1930039200
KIJA,13780872551
LCGP,1407500000
LAMI,1148418000
LPCK,696000000
LPKR,17302151695
MDLN,3056845688
PTRA,5888867668
PWON,10033250500
PWSI,82500000
GPRA,3207489870
RBMS,326722500
RODA,13474800000
BKSL,9509500000
SMRA,6435787592
SIIP,4206964252
SMDM,4006783831
ADHI,1801320000
DGIK,5541165000
JKON,2935533575
SSIA,1176312360
TOTL,2750000000
WIKA,5846154000
PGAS,22967185965
CMNP,2000000000
JSMR,6800000000
META,10128571429
BTEL,28482417579
EXCL,7090000000
ISAT,5433933500
IATG,899973500
FREN,20235872427
TLKM,20159999280
APOL,2998604000
BLTA,4589281176
CMPP,54000000
HITS,4661183654
IATA,2149605000
JASS,442144722
MIRA,3959854218
WEHA,428270000
TMAS,1141030000
RIGS,609130000
RAJA,679513750
SMDR,163756000
SAFE,391799407
TRAM,8731800000
ZBRA,655666202
BUKK,140612000
DEWA,15609809800
INDY,5207142000
TRUB,15547357087
AGRO,2325570000
INPC,5821250493
BBKP,5657607993
BNBA,2286900000
BABP,4950000000
BACA,1495773386
BBCA,24408459120
BCIC,28066675536
BNGA,23695515023
BDMN,4995561480
BAEK,2643300000
BEKS,805445000
SDRA,1485000000
BNII,49526710231
BKSW,497219000
BMRI,20695647788
MAYA,2550762000
MEGA,1609188756
BBNI,15121201105
NISP,5756428601
BBNP,313384500
PNBN,20085300136
BNLI,7665694664
BBRI,12206792450
BSWD,859320000
BTPN,934496828
BVIC,3467470722
MCOR,2714822718
ADMF,1000000000
BFIN,760339281
BBLD,1430950474
CFIN,2603299968
DEFI,67600000
DKFT,109304000
INCF,48000000
MFIN,1325000000
TRUS,400000000
VRNA,1002000000
WOMF,2000000000
AKSI,720000000
HADE,2120000000
OCAP,273200000
KREN,584000000
PEGE,588912550
PANS,720000000
RELI,900000000
TRIM,3655000000
YULE,255000000
ABDA,275914080
ASBI,174193236
ASDM,192000000
AHAP,500000000
ASJT,300000000
AMAG,1218742000
ASRM,79799943
LPGI,150000000
MREI,315466666
PNIN,4068255171
PNLF,24033971185
ARTA,446674175
BCAP,1250175000
MTFN,728744426
GSMF,5226336198
LPPS,2218500000
LPPF,1326326400
APIC,140023750
SMMA,5787665415
TMPI,5501249976
AIMS,110000000
AKRA,3125400000
ASIA,2275009490
CLPI,306338500
KARK,1680390250
EPMT,2280000000
FISH,480000000
HEXA,840000000
INTD,30177600
INTA,432005844
LTLS,780000000
SDPC,728000000
MDRN,639817902
MICE,600000000
KONI,76000000
SING,7971707
SUGI,404537500
OKAS,1017500000
TGKA,918492750
TIRA,58800000
TRIL,1200000000
TURI,1395000000
UNTR,3326877283
WAPO,520000000
WICO,1268950977
ACES,1715000000
ALFA,468000000
CSAP,2895037800
MACO,670149000
HERO,329420000
KOIN,850000000
MPPA,4711922000
MTSM,58212000
MAPI,1660000000
RALS,7064000000
RIMO,340000000
SONA,331200000
AMRT,
TRIO,
TKGA,52000000
ANTA,570000000
BAYU,353220780
PDES,715000000
SMMT,80000000
FAST,446250000
GMCW,58839958
HOME,1212200000
SHID,1119326168
INPP,1594000000
ICON,250000000
JSPT,2318736000
MAMI,1749939403
MAMIP,6000000
PANR,1200000000
PSAB,30000000
PGLI,488000000
PJAA,1599999996
PTSP,220808000
PLIN,3550000000
PNSE,129725771
PUDP,280000000
PSKT,82000000
ABBA,1422000000
KBLV,829474000
FORU,465224000
IDKM,2025613819
JTPE,353936000
MNCN,13750000000
SCMA,1900818500
TMPO,725000000
ASGR,1348780500
CENT,575112500
DNET,184000000
INDX,122665000
ITTG,394000000
LMAS,787851525
MTDL,2041925923
MYOH,1681000000
ALKA,101533011
BNBR,93721717440
BHIT,7236933545
BMTR,13757104550
MLPL,6785159000
POOL,50000000
PLAS,1184200000
GEMA,320000000
LPLI,450166463
